Rank,Land Area (sq mi),City,State,Population
16159,1.51,Meservey, IA,232
16160,1.51,Chloride, AZ,197
16161,1.51,Northumberland, PA,"3,772"
16162,1.51,Greenbush, MN,825
16163,1.51,Logan, KS,492
16164,1.51,Williamson, IL,208
16165,1.51,Shenandoah Retreat, VA,494
16166,1.51,Midway, TX,410
16167,1.51,Paducah, TX,"1,287"
16168,1.51,Hasbrouck Heights, NJ,"11,989"
16169,1.51,Dalton, OH,"1,864"
16170,1.51,Evansburg, PA,"2,287"
16171,1.50,Green Acres, ND,667
16172,1.50,Rhame, ND,199
16173,1.50,Morton, TX,"1,909"
16174,1.50,Essex, IA,912
16175,1.50,New Philadelphia, PA,"1,070"
16176,1.50,Smallwood, NY,152
16177,1.50,Huntley, MT,461
16178,1.50,Bangor, PA,"5,256"
16179,1.50,Irvington, VA,521
16180,1.50,Tecumseh, NE,"1,655"
16181,1.50,Vine Hill, CA,"4,296"
16182,1.50,Cashtown, PA,453
16183,1.50,Beaver Valley, AZ,173
16184,1.50,Vredenburgh, AL,142
16185,1.50,Moenkopi, AZ,"1,091"
16186,1.50,Littlestown, PA,"4,438"
16187,1.50,Sebastopol, MS,252
16188,1.50,Pinion Pines, AZ,186
16189,1.50,Shindler, SD,684
16190,1.50,Maricopa, CA,"1,158"
16191,1.50,Hancock, NY,950
16192,1.50,Luna Pier, MI,"1,397"
16193,1.50,Cohocton, NY,"1,094"
16194,1.50,Coral Hills, MD,"10,196"
16195,1.50,Mount Morris, IL,"3,155"
16196,1.50,Coalmont, IN,331
16197,1.50,Volcano, CA,115
16198,1.50,Lathrup Village, MI,"4,109"
16199,1.50,Wrenshall, MN,517
16200,1.50,Dexter, MN,274
16201,1.50,Manchester, KY,"1,661"
16202,1.50,Villa Grove, IL,"2,270"
16203,1.50,Crumpler, WV,280
16204,1.50,Zihlman, MD,357
16205,1.50,Highland Acres, DE,"3,962"
16206,1.50,West Hazleton, PA,"4,565"
16207,1.50,Concord, MI,"1,124"
16208,1.50,Power, MT,176
16209,1.50,Brookville, IN,"2,598"
16210,1.50,Ninety Six, SC,"1,972"
16211,1.50,Hagaman, NY,"1,284"
16212,1.50,Timberlane, LA,"10,891"
16213,1.50,Sabillasville, MD,298
16214,1.50,Gray, TN,"1,885"
16215,1.50,Northlakes, NC,"1,423"
16216,1.50,White Earth, ND,89
16217,1.50,Staples, TX,460
16218,1.50,Crescent Springs, KY,"3,958"
16219,1.50,Edgeworth, PA,"1,650"
16220,1.50,Gulfport, IL,24
16221,1.50,Kivalina, AK,532
16222,1.50,Waverly, FL,740
16223,1.50,Larkspur, CO,204
16224,1.50,Wallis, TX,"1,137"
16225,1.50,Lake Of The Pines, CA,"3,563"
16226,1.49,Howe, OK,758
16227,1.49,Dell, AR,248
16228,1.49,Friendsville, PA,186
16229,1.49,Mary Esther, FL,"4,035"
16230,1.49,Webster, SD,"1,890"
16231,1.49,Chewton, PA,499
16232,1.49,Moose Creek, AK,728
16233,1.49,Pike, NY,330
16234,1.49,Poteet, TX,"3,331"
16235,1.49,Silver City, NC,977
16236,1.49,Silver Creek, MS,223
16237,1.49,Roscommon, MI,970
16238,1.49,Rockville, IN,"2,587"
16239,1.49,North Braddock, PA,"4,847"
16240,1.49,Clark Mills, NY,"2,105"
16241,1.49,Clinton, MA,"7,488"
16242,1.49,Niantic, CT,"3,032"
16243,1.49,Dale, WI,538
16244,1.49,Taylorsville, GA,221
16245,1.49,Miranda, CA,536
16246,1.49,Emmet, AR,474
16247,1.49,Colfax, LA,"1,684"
16248,1.49,Samoset, FL,"3,590"
16249,1.49,Silver Creek, MN,209
16250,1.49,Belle Haven, VA,376
16251,1.49,Maud, TX,"1,056"
16252,1.49,Mona, IA,34
16253,1.49,West Pleasant View, CO,"3,598"
16254,1.49,Westway, TX,"3,938"
16255,1.49,Deerwood, MN,470
16256,1.49,Wann, NE,131
16257,1.49,Roberta, GA,866
16258,1.49,Summit, SC,556
16259,1.49,Holstein, IA,"1,408"
16260,1.49,Troy, TN,"1,451"
16261,1.49,Twin Lakes, IA,288
16262,1.49,Greenfield CDP, CA,"3,974"
16263,1.49,Audubon, NJ,"8,763"
16264,1.49,Bartlett, NH,198
16265,1.49,Taft, TX,"3,046"
16266,1.49,Portage, OH,410
16267,1.49,Talking Rock, GA,77
16268,1.49,Palmdale, PA,"1,343"
16269,1.49,Graniteville, CA,11
16270,1.49,Buchanan Lake Village, TX,598
16271,1.49,Delhi Hills, OH,"5,032"
16272,1.49,Leisure Village East, NJ,"3,689"
16273,1.49,Scottville, MI,"1,209"
16274,1.49,Turnersville, NJ,"3,506"
16275,1.49,Maceo, KY,354
16276,1.49,Milton, NY,"3,340"
16277,1.49,Kistler, WV,515
16278,1.49,Washington Heights, NY,"2,218"
16279,1.49,Lancaster, MO,751
16280,1.49,Ambridge, PA,"6,973"
16281,1.49,Englevale, ND,155
16282,1.49,Centreville, MI,"1,700"
16283,1.49,Hebron, ND,848
16284,1.49,Heber, CA,"4,256"
16285,1.49,Minong, WI,394
16286,1.48,Blanchard, ID,150
16287,1.48,Julesburg, CO,"1,176"
16288,1.48,Smithville, MS,854
16289,1.48,Fort Montgomery, NY,"1,385"
16290,1.48,Grandfather, NC,70
16291,1.48,Cloverport, KY,"1,276"
16292,1.48,Lakeland, NY,"2,580"
16293,1.48,Roman Forest, TX,"2,008"
16294,1.48,Buford, OH,415
16295,1.48,Greensburg, KS,933
16296,1.48,Mount Enterprise, TX,394
16297,1.48,Welaka, FL,752
16298,1.48,White Mills, PA,673
16299,1.48,West Branch, MI,"2,051"
16300,1.48,Waverly, WV,234
16301,1.48,Cannelton, IN,"1,562"
16302,1.48,Fayette, IA,"1,206"
16303,1.48,Powellville, MD,75
16304,1.48,Long Hill, CT,"4,148"
16305,1.48,Felsenthal, AR,84
16306,1.48,Reeds Spring, MO,"1,063"
16307,1.48,Buchanan, GA,"1,209"
16308,1.48,Avilla, IN,"2,332"
16309,1.48,Goldfield, NV,412
16310,1.48,Litchville, ND,148
16311,1.48,Jacksonburg, WV,93
16312,1.48,Daisetta, TX,852
16313,1.48,Moorland, IA,199
16314,1.48,Vamo, FL,"4,752"
16315,1.48,Capulin CDP, NM,127
16316,1.48,New Cassel, NY,"13,988"
16317,1.48,Wheatland, CA,"3,494"
16318,1.48,Pimmit Hills, VA,"7,364"
16319,1.48,Silver Lake, OR,50
16320,1.48,Sumas, WA,"1,256"
16321,1.48,Gerald, MO,"1,358"
16322,1.48,Corwith, IA,262
16323,1.48,Avon, MN,"1,548"
16324,1.48,Aulander, NC,806
16325,1.48,Mitchell, GA,189
16326,1.48,Greenwich, NY,"1,947"
16327,1.48,Cleveland, MO,643
16328,1.48,Meridian Hills, IN,"1,682"
16329,1.48,Ironton, MN,807
16330,1.48,Gooding, ID,"3,508"
16331,1.48,Jefferson Heights, NY,"1,019"
16332,1.48,Lakemore, OH,"3,056"
16333,1.48,Starr, SC,168
16334,1.48,Little Ferry, NJ,"10,773"
16335,1.48,Roslyn Heights, NY,"7,243"
16336,1.48,Prospect, LA,667
16337,1.48,North Brookfield, MA,"2,079"
16338,1.48,Glasgow, VA,"1,258"
16339,1.48,Ellerbe, NC,"1,554"
16340,1.48,Waterman, IL,"1,481"
16341,1.47,Hightsville, NC,700
16342,1.47,Vale, SD,170
16343,1.47,Dawson, MN,"1,538"
16344,1.47,Bangs, TX,"1,703"
16345,1.47,Kyle, SD,746
16346,1.47,Elgin, PA,257
16347,1.47,Hollywood Park, TX,"3,179"
16348,1.47,Sunnyslope, CA,"5,153"
16349,1.47,Meredith, NH,"1,631"
16350,1.47,Laingsburg, MI,"1,283"
16351,1.47,Cherokee, OK,"1,557"
16352,1.47,Mogul, NV,"1,649"
16353,1.47,Wailua, HI,"2,361"
16354,1.47,Fetters Hot Springs-Agua Caliente, CA,"4,866"
16355,1.47,Westside, IA,358
16356,1.47,Ansonville, NC,650
16357,1.47,Akeley, MN,376
16358,1.47,Asharoken, NY,552
16359,1.47,Vincent, CA,"15,922"
16360,1.47,Avonmore, PA,961
16361,1.47,Georgetown, MD,139
16362,1.47,Lima, PA,"2,345"
16363,1.47,Powhatan Point, OH,"1,550"
16364,1.47,Northeast Ithaca, NY,"3,092"
16365,1.47,Stockett, MT,256
16366,1.47,El Duende, NM,"1,010"
16367,1.47,Loyola, CA,"3,463"
16368,1.47,Aviston, IL,"2,092"
16369,1.47,Oquawka, IL,"1,380"
16370,1.47,Monmouth Junction, NJ,"2,973"
16371,1.47,Millsap, TX,408
16372,1.47,Sodus Point, NY,"1,093"
16373,1.47,Washington, OK,613
16374,1.47,North Alamo, TX,"3,756"
16375,1.47,Wynnewood, OK,"2,343"
16376,1.47,Ravena, NY,"3,275"
16377,1.47,Sanford, CO,865
16378,1.47,Springer, NM,"1,188"
16379,1.47,Mount Ivy, NY,"6,926"
16380,1.47,Wylandville, PA,450
16381,1.47,Battle Lake, MN,865
16382,1.47,Morrison, OK,846
16383,1.47,Sherwood, OH,802
16384,1.47,Skillman, NJ,115
16385,1.47,Madelia, MN,"2,419"
16386,1.47,Welcome, MN,720
16387,1.47,Bellevue, ID,"2,457"
16388,1.47,Petersburg, IN,"2,513"
16389,1.47,Manly, IA,"1,444"
16390,1.47,Homedale, ID,"2,595"
16391,1.47,Park City, KY,532
16392,1.47,Arlington, IN,471
16393,1.47,Despard, WV,"1,443"
16394,1.47,Huntington Woods, MI,"6,310"
16395,1.46,Valders, WI,"1,042"
16396,1.46,Reynoldsville, PA,"2,746"
16397,1.46,Lincoln, ID,"2,771"
16398,1.46,Park Layne, OH,"4,747"
16399,1.46,South West City, MO,977
16400,1.46,Mckinley, MN,102
16401,1.46,Three Rivers, TX,"1,590"
16402,1.46,Muscoda, WI,"1,387"
16403,1.46,Oreland, PA,"5,748"
16404,1.46,Cecil, OH,205
16405,1.46,New Whiteland, IN,"5,646"
16406,1.46,Crisman, CO,278
16407,1.46,Altha, FL,619
16408,1.46,Lebam, WA,204
16409,1.46,New Salem, ND,864
16410,1.46,Bunker Hill, OR,909
16411,1.46,Welch, TX,178
16412,1.46,Carthage, SD,210
16413,1.46,Mapleton, MN,"1,687"
16414,1.46,Vergas, MN,273
16415,1.46,Apalachin, NY,"1,448"
16416,1.46,Logan, ND,203
16417,1.46,University Of California Davis, CA,"6,735"
16418,1.46,Abingdon, IL,"2,777"
16419,1.46,Ramireno, TX,35
16420,1.46,Cawood, KY,658
16421,1.46,Riner, VA,766
16422,1.46,Mokuleia, HI,"1,670"
16423,1.46,Ensenada, NM,154
16424,1.46,Swartzville, PA,"2,032"
16425,1.46,Danielsville, GA,894
16426,1.46,Petersburg, IL,"2,173"
16427,1.46,Farina, IL,663
16428,1.46,Wagram, NC,804
16429,1.46,Bier, MD,194
16430,1.46,Waleska, GA,615
16431,1.46,Naranja, FL,"8,379"
16432,1.46,North Cape May, NJ,"2,860"
16433,1.46,Four Corners, MD,"8,486"
16434,1.46,Coloma, WI,415
16435,1.46,Lakeridge, NV,217
16436,1.46,Wadley, AL,813
16437,1.45,Enville, TN,226
16438,1.45,Waubay, SD,681
16439,1.45,Gillespie, IL,"3,346"
16440,1.45,Lewis, WI,99
16441,1.45,Callahan, FL,"1,187"
16442,1.45,Balaton, MN,575
16443,1.45,Stonefort, IL,348
16444,1.45,Huntland, TN,749
16445,1.45,Wamsutter, WY,371
16446,1.45,Queenstown, MD,689
16447,1.45,Seagraves, TX,"2,544"
16448,1.45,Norwich, VT,"1,089"
16449,1.45,Elkhart, IL,377
16450,1.45,Grangeville, ID,"3,158"
16451,1.45,Haena, HI,277
16452,1.45,Bluford, IL,611
16453,1.45,Andover, NJ,677
16454,1.45,Long Beach, MN,343
16455,1.45,Henry, SD,366
16456,1.45,Warrens, WI,354
16457,1.45,Annandale, NJ,"1,404"
16458,1.45,Omaha, TX,961
16459,1.45,South La Paloma, TX,394
16460,1.45,Belvidere, NJ,"2,647"
16461,1.45,Girard, TX,49
16462,1.45,Vevay, IN,"1,379"
16463,1.45,Pilot Rock, OR,"1,607"
16464,1.45,Wareham Center, MA,"3,218"
16465,1.45,Fort Hill Census Designated Place, OR,142
16466,1.45,Osgood, IN,"1,785"
16467,1.45,Dallas, WI,388
16468,1.45,Olathe, CO,"1,591"
16469,1.45,Granger, IA,"1,408"
16470,1.45,Bayville, NY,"6,724"
16471,1.45,Goree, TX,188
16472,1.45,Marianne, PA,"1,354"
16473,1.45,Elk Creek, CA,136
16474,1.45,Irondale, OH,348
16475,1.45,Gowrie, IA,"1,090"
16476,1.45,Little Britain, PA,83
16477,1.45,New Milford, IL,756
16478,1.45,Egypt, PA,"2,429"
16479,1.45,Rising Sun, IN,"2,291"
16480,1.45,Robbins, IL,"5,221"
16481,1.45,Nelson, GA,"1,306"
16482,1.45,Greenwater, WA,108
16483,1.45,Upper Elochoman, WA,163
16484,1.45,Garretson, SD,"1,305"
16485,1.45,National Harbor, MD,"3,776"
16486,1.45,Brentwood, PA,"9,625"
16487,1.45,Kindred, ND,656
16488,1.45,Mount Hope, KS,790
16489,1.45,Bunker Hill Village, TX,"3,777"
16490,1.45,Henry, TN,480
16491,1.45,Adams, NY,"1,612"
16492,1.45,Loda, IL,420
16493,1.45,Keosauqua, IA,"1,078"
16494,1.45,Riverview, AL,160
16495,1.45,Patterson Tract, CA,"2,041"
16496,1.45,Box Canyon, TX,16
16497,1.45,Allenton, WI,928
16498,1.45,Windmill, NM,55
16499,1.45,South Patrick Shores, FL,"6,173"
16500,1.45,Farmington, IL,"2,283"
16501,1.45,Bellport, NY,"1,970"
16502,1.44,Papa'ikou, HI,"1,194"
16503,1.44,Fairchild, WI,493
16504,1.44,Lasara, TX,881
16505,1.44,East Griffin, GA,"1,248"
16506,1.44,Wishek, ND,957
16507,1.44,Silt, CO,"2,946"
16508,1.44,Erie, IL,"1,594"
16509,1.44,Seven Mile Ford, VA,641
16510,1.44,Union City, MI,"1,622"
16511,1.44,Clendenin, WV,984
16512,1.44,Hollis, OK,"2,110"
16513,1.44,Ali Chuk, AZ,119
16514,1.44,Bayfield, CO,"2,435"
16515,1.44,Manito, IL,"1,752"
16516,1.44,Stinson Beach, CA,425
16517,1.44,Ely, IA,"1,966"
16518,1.44,Cooper, TX,"2,076"
16519,1.44,Kalida, OH,"1,449"
16520,1.44,Mcville, ND,325
16521,1.44,Inverness, MS,875
16522,1.44,Deer Lodge, MT,"3,085"
16523,1.44,Slater, MO,"2,150"
16524,1.44,Hilbert, WI,"1,048"
16525,1.44,Three Forks, MT,"1,837"
16526,1.44,Enderlin, ND,865
16527,1.44,Plainview, AR,623
16528,1.44,Maitland, PA,212
16529,1.44,Ridgely, MO,98
16530,1.44,Jackson Heights, NC,837
16531,1.44,Saint Marys, CO,113
16532,1.44,Lawtey, FL,"1,084"
16533,1.44,Humboldt, KS,"1,977"
16534,1.44,Hardwick, VT,"1,560"
16535,1.44,Warren, MN,"1,584"
16536,1.44,Bulger, PA,476
16537,1.44,East Galesburg, IL,814
16538,1.44,Tenino, WA,"1,887"
16539,1.44,Bono, AR,"2,488"
16540,1.44,Wyoming, PA,"3,057"
16541,1.44,Chauncey, WV,255
16542,1.44,Light Oak, NC,798
16543,1.44,Bureau Junction Village, IL,237
16544,1.44,Tanglewilde, WA,"5,865"
16545,1.44,Phoenix, OR,"4,465"
16546,1.44,Riverdale Park, CA,922
16547,1.44,Hale Center, TX,"2,711"
16548,1.44,Medina, WA,"3,080"
16549,1.44,Rose Hill, NC,"1,523"
16550,1.44,Janesville, IA,888
16551,1.44,Bronte, TX,896
16552,1.44,Inman, SC,"2,345"
16553,1.44,Gloucester, NC,514
16554,1.44,Boulder Hill, IL,"8,349"
16555,1.44,Kenmore, NY,"15,334"
16556,1.43,Fairdale, PA,"1,812"
16557,1.43,New Hope, TX,759
16558,1.43,Lincoln Park, NY,"2,275"
16559,1.43,Coats, NC,"2,405"
16560,1.43,Rolla, ND,"1,280"
16561,1.43,Trafford, PA,"3,339"
16562,1.43,Crescent Beach, FL,884
16563,1.43,Munich, ND,261
16564,1.43,Putney, VT,477
16565,1.43,Stanley, VA,"1,876"
16566,1.43,Pinopolis, SC,944
16567,1.43,Nemacolin, PA,539
16568,1.43,Hungry Horse, MT,898
16569,1.43,Winooski, VT,"7,250"
16570,1.43,Proberta, CA,280
16571,1.43,Cambridge, WI,"1,362"
16572,1.43,Algonac, MI,"4,065"
16573,1.43,Green City, MO,708
16574,1.43,Goodsprings, NV,102
16575,1.43,Liberty, PA,"2,536"
16576,1.43,Amenia, ND,125
16577,1.43,Otter Creek, FL,209
16578,1.43,Minneota, MN,"1,343"
16579,1.43,Watterson Park, KY,"1,500"
16580,1.43,Shrewsbury, MO,"6,217"
16581,1.43,Turner, OR,"2,272"
16582,1.43,Alexander, ND,272
16583,1.43,Russellton, PA,"1,621"
16584,1.43,Ossian, IN,"3,512"
16585,1.43,Neoga, IL,"1,598"
16586,1.43,Arden On The Severn, MD,"2,245"
16587,1.43,Southgate, KY,"3,809"
16588,1.43,Munday, TX,"1,411"
16589,1.43,Chico, TX,"1,071"
16590,1.43,Alpine Northwest, WY,295
16591,1.43,Point Pleasant Beach, NJ,"4,664"
16592,1.43,Hermosa Beach, CA,"19,725"
16593,1.43,Glasgow, MT,"3,327"
16594,1.43,Langlois, OR,237
16595,1.43,Palo, IA,902
16596,1.43,Dayton, WA,"2,905"
16597,1.43,Macon, IL,"1,168"
16598,1.43,Elmwood, IL,"2,235"
16599,1.43,Bude, MS,990
16600,1.42,Caspian, MI,790
16601,1.42,Glenview, KY,461
16602,1.42,Bentonia, MS,556
16603,1.42,Almont, MI,"2,670"
16604,1.42,Asbury Park, NJ,"15,933"
16605,1.42,Curtisville, PA,926
16606,1.42,Yorkville, TN,382
16607,1.42,Oakland, IA,"1,621"
16608,1.42,Foreston, MN,628
16609,1.42,Mount Sterling, WI,244
16610,1.42,Mantorville, MN,"1,189"
16611,1.42,Savanna, OK,636
16612,1.42,Smithville Flats, NY,530
16613,1.42,Hatboro, PA,"7,403"
16614,1.42,Marvell, AR,"1,119"
16615,1.42,Wanatah, IN,"1,076"
16616,1.42,Floodwood, MN,555
16617,1.42,Fort Smith, MT,47
16618,1.42,Stowe, PA,"3,765"
16619,1.42,Jakes Corner, AZ,52
16620,1.42,Gilberton, PA,749
16621,1.42,Slate Springs Village, MS,136
16622,1.42,Minto, ND,728
16623,1.42,Brighton, AL,"2,918"
16624,1.42,Prairie City, SD,6
16625,1.42,Tira, TX,255
16626,1.42,Dripping Springs, OK,21
16627,1.42,St. John, MO,"6,486"
16628,1.42,Little Mountain, SC,175
16629,1.42,Silver Lake, OH,"2,520"
16630,1.42,Tse Bonito, NM,227
16631,1.42,Floral Park, NY,"16,190"
16632,1.42,Angola, NY,"1,813"
16633,1.42,Itta Bena, MS,"2,159"
16634,1.42,Oakland, PA,"1,414"
16635,1.42,Indianola, CA,889
16636,1.42,Nerstrand, MN,290
16637,1.42,Nittany, PA,641
16638,1.42,Henniker, NH,"1,842"
16639,1.42,Wolfe City, TX,"1,795"
16640,1.42,East Pepperell, MA,"1,967"
16641,1.42,Carlisle, SC,498
16642,1.42,Waterville, NY,"1,618"
16643,1.42,Kingsley, MI,"1,568"
16644,1.42,Junction City, WA,9
16645,1.42,Oilton, TX,405
16646,1.42,Parkersburg, IA,"1,859"
16647,1.42,Palmyra, VA,137
16648,1.42,Margate City, NJ,"6,343"
16649,1.42,Acushnet Center, MA,"2,786"
16650,1.41,Wyocena, WI,682
16651,1.41,Blairsville, PA,"3,385"
16652,1.41,Sparks, TX,"3,850"
16653,1.41,Bogata, TX,"1,266"
16654,1.41,Moundridge, KS,"1,782"
16655,1.41,Barry, IL,"1,287"
16656,1.41,Bairoil, WY,142
16657,1.41,Skaneateles, NY,"2,513"
16658,1.41,Roswell, SD,9
16659,1.41,Thorp, WI,"1,678"
16660,1.41,Ridge Wood Heights, FL,"4,953"
16661,1.41,Windsor Heights, IA,"4,877"
16662,1.41,Mount Aetna, MD,700
16663,1.41,Milltown, IN,918
16664,1.41,Rollinsville, CO,64
16665,1.41,Essex Fells, NJ,"2,140"
16666,1.41,Rolling Fork, MS,"2,474"
16667,1.41,Flourtown, PA,"4,802"
16668,1.41,Berlin, OH,"1,346"
16669,1.41,Cross Timber, TX,276
16670,1.41,Sedgwick, KS,"1,925"
16671,1.41,Tripoli, IA,"1,557"
16672,1.41,Woodruff, WI,896
16673,1.41,Decordova, TX,"2,731"
16674,1.41,Irvine, KY,"2,206"
16675,1.41,Corwin Springs, MT,102
16676,1.41,North Richmond, CA,"3,926"
16677,1.41,Tchula, MS,"2,023"
16678,1.41,Robbins, NC,"1,026"
16679,1.41,Meiners Oaks, CA,"3,634"
16680,1.41,Lawnside, NJ,"2,919"
16681,1.41,Canyon City, OR,800
16682,1.41,Temple Hills, MD,"8,069"
16683,1.41,Valley Bend, WV,472
16684,1.41,Lake Quivira, KS,957
16685,1.41,Colfax, CA,"2,424"
16686,1.41,Sligo, PA,663
16687,1.41,Zapata Ranch, TX,98
16688,1.41,Altamont, IL,"2,257"
16689,1.41,Dotsero, CO,967
16690,1.41,Strathmore, CA,"3,626"
16691,1.41,Fulton, TX,"1,225"
16692,1.41,Mount Healthy, OH,"6,061"
16693,1.41,Newburgh, IN,"3,312"
16694,1.41,Oriental, NC,969
16695,1.41,Pontoosuc, IL,88
16696,1.41,Montgomery, NY,"4,159"
16697,1.41,Hebron, NE,"1,608"
16698,1.41,Nichols, SC,389
16699,1.41,Wamac, IL,"1,440"
16700,1.41,Blooming Prairie, MN,"1,836"
16701,1.41,Morales-Sanchez, TX,112
16702,1.41,Galesburg, MI,"1,876"
16703,1.41,Buckland, AK,582
16704,1.41,Tiger Point, FL,"2,932"
16705,1.41,Fountain Green, UT,"1,118"
16706,1.41,Velma, OK,727
16707,1.40,Swepsonville, NC,"1,114"
16708,1.40,Boyle, MS,916
16709,1.40,Sunset Valley, TX,697
16710,1.40,Coates, MN,140
16711,1.40,Mccoole, MD,514
16712,1.40,Campbell, MO,"1,929"
16713,1.40,Mamou, LA,"3,211"
16714,1.40,Plainedge, NY,"9,234"
16715,1.40,Malta, ID,225
16716,1.40,Wanamingo, MN,"1,081"
16717,1.40,Buffalo, WV,"1,295"
16718,1.40,Hickory Hills, PA,621
16719,1.40,Hamilton, MO,"1,776"
16720,1.40,Milton, VT,"1,363"
16721,1.40,Mantua, OH,"1,295"
16722,1.40,Springfield, LA,426
16723,1.40,Stanberry, MO,"1,276"
16724,1.40,Napoleon, ND,774
16725,1.40,Watford City, ND,"2,738"
16726,1.40,Maupin, OR,503
16727,1.40,Redfield, IA,844
16728,1.40,Brandonville, PA,155
16729,1.40,Clinton, WI,"1,997"
16730,1.40,Moffat, CO,134
16731,1.40,Cecilia, KY,320
16732,1.40,Miles, TX,"1,090"
16733,1.40,Morse, LA,924
16734,1.40,Green Acres, CA,"2,330"
16735,1.40,Lexington, MI,"1,067"
16736,1.40,Berkeley, IL,"5,219"
16737,1.40,Witt, IL,775
16738,1.40,West Decatur, PA,487
16739,1.40,Crawford, MS,640
16740,1.40,Friona, TX,"4,059"
16741,1.40,Swarthmore, PA,"6,198"
16742,1.40,Monroeville, OH,"1,192"
16743,1.40,Valley Green, PA,"3,761"
16744,1.40,Eureka, NV,423
16745,1.40,Buckhead Ridge, FL,"1,747"
16746,1.40,Seven Oaks, TX,182
16747,1.40,Harrisburg, OR,"3,618"
16748,1.40,Utica, PA,156
16749,1.40,Jericho, VT,"1,312"
16750,1.40,Waterloo, SC,222
16751,1.40,Schuylkill Haven, PA,"5,368"
16752,1.40,Meadow Acres, WY,108
16753,1.40,Little Eagle, SD,281
16754,1.40,Sandy Hook, WI,442
16755,1.40,Pleasant Plains, IL,892
16756,1.40,Stone Harbor, NJ,775
16757,1.40,North Seekonk, MA,"2,660"
16758,1.40,Penney Farms, FL,647
16759,1.40,Rossville, IL,"1,495"
16760,1.40,Wausaukee, WI,520
16761,1.40,Hanover, NM,147
16762,1.40,Oakland, KY,145
16763,1.40,Holcomb, NY,"1,581"
16764,1.40,Fowler, IN,"2,340"
16765,1.40,South Shore, SD,193
16766,1.40,Wrightsville Beach, NC,"2,525"
16767,1.40,Drummond, WI,159
16768,1.40,Ida, LA,204
16769,1.40,Big Coppitt Key, FL,"2,397"
16770,1.40,Crab Orchard, IL,354
16771,1.40,Weston, NJ,"1,655"
16772,1.40,Bethel, OH,"2,734"
16773,1.40,Keyport, NJ,"7,213"
16774,1.40,Homer, MI,"1,793"
16775,1.39,Dike, IA,"1,300"
16776,1.39,Chester, MA,727
16777,1.39,Herreid, SD,514
16778,1.39,Damon, TX,477
16779,1.39,Thayne, WY,432
16780,1.39,Leflore, OK,197
16781,1.39,Jamesville, NC,535
16782,1.39,Dorchester, WI,929
16783,1.39,Burlington, OH,"2,614"
16784,1.39,Derby Center, VT,705
16785,1.39,Corydon, IA,"1,430"
16786,1.39,Eldorado, TX,"1,925"
16787,1.39,Trezevant, TN,885
16788,1.39,Atlantis, FL,"2,063"
16789,1.39,Fort Lawn, SC,818
16790,1.39,Wellsville, KS,"1,786"
16791,1.39,Renville, MN,"1,384"
16792,1.39,Queets, WA,167
16793,1.39,Landess, IN,330
16794,1.39,Los Ojos, NM,177
16795,1.39,Ada, MN,"1,702"
16796,1.39,Borden, IN,681
16797,1.39,Loyal, WI,"1,239"
16798,1.39,Sharpsville, PA,"4,353"
16799,1.39,Natalia, TX,"1,383"
16800,1.39,Neskowin, OR,147
16801,1.39,Dryville, PA,729
16802,1.39,Madrid, NM,191
16803,1.39,Elkader, IA,"1,208"
16804,1.39,White Pigeon, MI,"1,528"
16805,1.39,Champlain, NY,"1,107"
16806,1.39,Ingram, TX,"2,176"
16807,1.39,Klukwan, AK,66
16808,1.39,Natural Bridge, NY,734
16809,1.39,Kilbourne, LA,481
16810,1.39,Leisure Lake, MO,189
16811,1.39,Strasburg, OH,"2,726"
16812,1.39,Avon, PA,"1,681"
16813,1.39,Solon, IA,"2,460"
16814,1.39,Lake Park, GA,885
16815,1.39,Mcadenville, NC,617
16816,1.39,Society Hill, NJ,"3,555"
16817,1.39,Trumansburg, NY,"1,723"
16818,1.39,Benton, KS,"1,013"
16819,1.39,Somerdale, NJ,"5,246"
16820,1.39,Trowbridge Park, MI,"2,227"
16821,1.39,Tarkio, MO,"1,429"
16822,1.39,Richland, PA,"1,758"
16823,1.39,Belk, AL,282
16824,1.39,Sandy, PA,"1,350"
16825,1.39,Church Hill, PA,"1,440"
16826,1.39,Frankfort, MI,"1,417"
16827,1.39,Scotland, GA,248
16828,1.39,Mayer, MN,"1,792"
16829,1.39,Holloway, MN,105
16830,1.38,Belfast, NY,917
16831,1.38,South Amana, IA,160
16832,1.38,Garrison, ND,"1,414"
16833,1.38,Andersonville, GA,232
16834,1.38,Bunker Hill, KS,104
16835,1.38,Colfax, WI,"1,135"
16836,1.38,Manheim, PA,"4,864"
16837,1.38,Manasquan, NJ,"5,841"
16838,1.38,Whitfield, FL,"2,762"
16839,1.38,Primghar, IA,949
16840,1.38,Wilmot, WI,282
16841,1.38,Chaplin, KY,382
16842,1.38,Yale, MI,"1,843"
16843,1.38,Barview, OR,"1,698"
16844,1.38,Boomer, WV,926
16845,1.38,King City, MO,949
16846,1.38,Buchanan, NY,"2,330"
16847,1.38,Canal Point, FL,324
16848,1.38,Birch Tree, MO,639
16849,1.38,Sidney, IA,"1,010"
16850,1.38,Ellington, MO,"1,089"
16851,1.38,Yolo, CA,561
16852,1.38,Adamstown, PA,"1,733"
16853,1.38,Oswayo, PA,168
16854,1.38,Glenvar, VA,818
16855,1.38,Lapel, IN,"1,760"
16856,1.38,Hagerman, NM,"1,158"
16857,1.38,Sunnyside, GA,"1,453"
