Rank,Land Area (sq mi),City,State,Population
16858,1.38,Martin Lake, MN,"1,009"
16859,1.38,Whitley Gardens, CA,166
16860,1.38,Bloomfield, IN,"2,724"
16861,1.38,Harmonsburg, PA,152
16862,1.38,Doniphan, MO,"2,546"
16863,1.38,Tall Timbers, MD,298
16864,1.38,Glen Ferris, WV,129
16865,1.38,Kingston Mines, IL,253
16866,1.38,Remer, MN,400
16867,1.38,Williamstown, WV,"2,919"
16868,1.38,Waukau, WI,293
16869,1.37,Adrian, GA,532
16870,1.37,Gouglersville, PA,380
16871,1.37,Bellows Falls, VT,"2,766"
16872,1.37,Tionesta, PA,497
16873,1.37,Weiner, AR,792
16874,1.37,Ogden, IA,"2,199"
16875,1.37,New Washington, OH,"1,029"
16876,1.37,Wilbur, WA,724
16877,1.37,Mineral Bluff, GA,81
16878,1.37,University At Buffalo, NY,"6,058"
16879,1.37,Victor, NY,"2,798"
16880,1.37,Litchfield, CT,"1,430"
16881,1.37,Cushing, TX,613
16882,1.37,Banner Hill, TN,"1,470"
16883,1.37,Crosby, ND,"1,064"
16884,1.37,Durhamville, NY,842
16885,1.37,Ripley, NY,826
16886,1.37,Carnegie, OK,"2,021"
16887,1.37,West Canton, NC,"1,223"
16888,1.37,Lemitar, NM,245
16889,1.37,New Baltimore, OH,523
16890,1.37,Lake Placid, NY,"2,356"
16891,1.37,Cainsville, MO,253
16892,1.37,Prophetstown, IL,"2,146"
16893,1.37,Hillsboro, WI,"1,412"
16894,1.37,Urania, LA,"1,124"
16895,1.37,Blue Ridge Shores, VA,822
16896,1.37,Sierra Brooks, CA,418
16897,1.37,Humphrey, AR,501
16898,1.37,Mifflinville, PA,"1,345"
16899,1.37,Pumpkin Center, NC,"1,952"
16900,1.37,Theodosia, MO,217
16901,1.37,Bakersfield, MO,255
16902,1.37,Ackermanville, PA,687
16903,1.37,Northfield, VT,"2,677"
16904,1.37,De Kalb, TX,"1,865"
16905,1.37,Leota, MN,161
16906,1.37,Maineville, OH,915
16907,1.37,Bronson, MI,"2,420"
16908,1.37,Wai'ohinu, HI,67
16909,1.37,La Veta, CO,867
16910,1.37,Bridgeport, OH,"1,858"
16911,1.37,Oakland, MS,739
16912,1.37,Hatley, MS,409
16913,1.37,Narrowsburg, NY,422
16914,1.37,Andover, OH,"1,029"
16915,1.37,Tonopah, AZ,20
16916,1.37,Rich Hill, MO,"1,460"
16917,1.37,Colon, MI,"1,214"
16918,1.37,Greentown, IN,"2,570"
16919,1.37,Sumner, IL,"5,556"
16920,1.37,Woods Bay, MT,578
16921,1.36,Fairmont, IL,"2,384"
16922,1.36,Wendell, ID,"2,736"
16923,1.36,Westvale, NY,"5,111"
16924,1.36,Cuartelez, NM,433
16925,1.36,Lely, FL,"3,481"
16926,1.36,Castanea, PA,"1,145"
16927,1.36,New Pittsburg, OH,260
16928,1.36,Wellington, TX,"2,197"
16929,1.36,Saint Leo, FL,"1,272"
16930,1.36,Dublin, VA,"2,625"
16931,1.36,Brewster, MN,468
16932,1.36,Drexel, NC,"1,662"
16933,1.36,Sedalia, CO,101
16934,1.36,Walker Lake, NV,275
16935,1.36,Tonica, IL,753
16936,1.36,Great Barrington, MA,"2,324"
16937,1.36,Cambria, IL,"1,500"
16938,1.36,Poston, AZ,346
16939,1.36,Connoquenessing, PA,611
16940,1.36,Cherry Creek, NY,480
16941,1.36,La Villita, NM,980
16942,1.36,Dagsboro, DE,939
16943,1.36,Gillett, WI,"1,417"
16944,1.36,Maple Rapids, MI,644
16945,1.36,Pembroke Park, FL,"6,220"
16946,1.36,Winamac, IN,"2,627"
16947,1.36,Lowellville, OH,"1,132"
16948,1.36,Galesville, WI,"1,539"
16949,1.36,Marquez, TX,270
16950,1.36,Melody Hill, IN,"3,824"
16951,1.36,Vandergrift, PA,"5,142"
16952,1.36,Fremont, NC,"1,271"
16953,1.36,Belleview, KY,617
16954,1.36,Elk Point, SD,"2,075"
16955,1.36,North La Junta, CO,394
16956,1.36,Oakville, CA,59
16957,1.36,Rebersburg, PA,491
16958,1.36,La Harpe, IL,"1,387"
16959,1.36,Upton, KY,767
16960,1.36,Olton, TX,"1,904"
16961,1.36,South Glens Falls, NY,"3,575"
16962,1.36,Utica, SC,"1,247"
16963,1.36,Altamahaw, NC,376
16964,1.36,Mount Holly Springs, PA,"1,828"
16965,1.36,Reserve, MT,30
16966,1.36,Edgewood, TX,"1,434"
16967,1.36,Montmorenci, IN,128
16968,1.36,Diablo, CA,969
16969,1.36,Central Valley, UT,632
16970,1.36,Vardaman, MS,"1,199"
16971,1.36,Harmony, NC,564
16972,1.36,Osceola, IN,"2,789"
16973,1.36,Rio Grande, OH,"1,066"
16974,1.36,Slaughter Beach, DE,177
16975,1.36,Lake Sarasota, FL,"4,795"
16976,1.36,Polo, IL,"2,122"
16977,1.35,Walloon Lake, MI,393
16978,1.35,Beaver Springs, PA,695
16979,1.35,Neodesha, KS,"2,229"
16980,1.35,Rosewood, OH,332
16981,1.35,Maybrook, NY,"3,022"
16982,1.35,Pierz, MN,"1,295"
16983,1.35,Green Park, MO,"2,626"
16984,1.35,Farwell, MI,733
16985,1.35,Zeigler, IL,"1,850"
16986,1.35,Grove City, FL,"1,975"
16987,1.35,Cheverly, MD,"6,307"
16988,1.35,Bloomfield, MO,"1,924"
16989,1.35,Lynxville, WI,161
16990,1.35,Silver Lake, WI,"2,257"
16991,1.35,La Hacienda, NM,402
16992,1.35,Nickerson, KS,"1,174"
16993,1.35,Beatrice, AL,268
16994,1.35,Riverdale, ND,207
16995,1.35,Green Level, NC,"2,078"
16996,1.35,Kings Point, MT,69
16997,1.35,Greenwich, OH,"1,316"
16998,1.35,Hampton, MN,791
16999,1.35,Southside Chesconessex, VA,157
17000,1.35,Saint Ann Highlands, CO,363
17001,1.35,Eagle Bend, MN,473
17002,1.35,Augusta, KY,"1,183"
17003,1.35,Scio, NY,460
17004,1.35,Castile, NY,969
17005,1.35,Vina, CA,161
17006,1.35,Dry Tavern, PA,605
17007,1.35,Gregory, TX,"2,096"
17008,1.35,Marion, MI,793
17009,1.35,Sandy Creek, NY,799
17010,1.35,Oak Ridge North, TX,"3,107"
17011,1.35,Charleston, MS,"1,801"
17012,1.35,Decatur, MI,"2,095"
17013,1.35,Orr, MN,293
17014,1.35,South Gull Lake, MI,"1,357"
17015,1.35,Artemus, KY,610
17016,1.35,Point Arena, CA,405
17017,1.35,Dos Palos, CA,"5,023"
17018,1.35,Laflin, PA,"1,577"
17019,1.35,Long Beach, WA,"1,469"
17020,1.35,Random Lake, WI,"1,451"
17021,1.35,Ralls, TX,"1,873"
17022,1.35,Bonita, LA,197
17023,1.35,Dennison, OH,"2,749"
17024,1.35,Goofy Ridge, IL,242
17025,1.35,Warm Springs, GA,586
17026,1.35,Quinby, SC,"1,151"
17027,1.35,Big Lake, TX,"3,162"
17028,1.35,Caney, KS,"2,117"
17029,1.35,Princes Lakes, IN,"1,417"
17030,1.35,Millington, MI,934
17031,1.35,Islip Terrace, NY,"5,132"
17032,1.35,Reese, MI,"1,590"
17033,1.35,Orangeville, UT,"1,483"
17034,1.35,Aberdeen, OH,"1,617"
17035,1.35,Redford, NY,544
17036,1.35,Palmyra, NY,"3,473"
17037,1.35,Holcomb, KS,"2,181"
17038,1.35,Blende, CO,739
17039,1.35,Mackinaw, IL,"2,407"
17040,1.35,Normanna, TX,65
17041,1.35,Southwest Harbor, ME,693
17042,1.35,Royal City, WA,"1,848"
17043,1.35,Orchard Park, NY,"3,230"
17044,1.35,Bicknell, IN,"2,961"
17045,1.35,Fort Plain, NY,"2,027"
17046,1.35,Lima, NY,"2,487"
17047,1.35,East Missoula, MT,"2,597"
17048,1.35,Stouchsburg, PA,531
17049,1.35,Watervliet, NY,"10,250"
17050,1.35,Darwin, CA,18
17051,1.35,Elbow Lake, MN,"1,186"
17052,1.34,Rector, AR,"2,222"
17053,1.34,Saint Onge, SD,26
17054,1.34,Kings Mills, OH,"1,100"
17055,1.34,Burna, KY,251
17056,1.34,Mcelhattan, PA,627
17057,1.34,Wellston, OK,797
17058,1.34,Miamitown, OH,"1,113"
17059,1.34,Ironton, MO,"1,513"
17060,1.34,Pelham Manor, NY,"5,539"
17061,1.34,Pen Argyl, PA,"3,576"
17062,1.34,Poquonock Bridge, CT,"1,649"
17063,1.34,Pony, MT,144
17064,1.34,Fanwood, NJ,"7,475"
17065,1.34,Mammoth Spring, AR,"1,034"
17066,1.34,Eagleview, PA,"2,052"
17067,1.34,Westminster, VT,288
17068,1.34,Ipswich, SD,"1,125"
17069,1.34,Silver Hill, MD,"5,335"
17070,1.34,Springfield, WV,547
17071,1.34,Interior, SD,77
17072,1.34,Hagerstown, IN,"1,537"
17073,1.34,Laie, HI,"5,447"
17074,1.34,Brownsville, OR,"1,474"
17075,1.34,West Sharyland, TX,"2,308"
17076,1.34,Rock Hall, MD,"1,377"
17077,1.34,Ludlow, VT,940
17078,1.34,Chester, IA,263
17079,1.34,Salem, WV,"1,861"
17080,1.34,Mcneil, AR,493
17081,1.34,Clinton, NJ,"2,701"
17082,1.34,Roundup, MT,"1,740"
17083,1.34,Glenville, NC,60
17084,1.34,Spencerport, NY,"3,606"
17085,1.34,Stuart, NE,624
17086,1.34,Wind Gap, PA,"2,724"
17087,1.34,Bellevue, IA,"2,158"
17088,1.34,Bourbon, MO,"1,659"
17089,1.34,Elbow Lake CDP, MN,100
17090,1.34,Peabody, KS,"1,185"
17091,1.34,Hatfield, WI,201
17092,1.34,West Athens, CA,"8,615"
17093,1.34,Slayden, TN,178
17094,1.34,Chetopa, KS,"1,146"
17095,1.34,Guilford, NY,308
17096,1.34,Loyall, KY,519
17097,1.34,Veteran, WY,10
17098,1.34,Inwood, IA,772
17099,1.34,Cambridge, NE,"1,179"
17100,1.34,Ubly, MI,750
17101,1.34,Kirbyville, MO,247
17102,1.33,Darlington, WI,"2,284"
17103,1.33,Belle, MO,"1,777"
17104,1.33,Orrick, MO,703
17105,1.33,Humboldt, NE,925
17106,1.33,Birdsboro, PA,"5,158"
17107,1.33,Alpena, AR,436
17108,1.33,Clarksville, IA,"1,388"
17109,1.33,Antwerp, OH,"1,583"
17110,1.33,Colwich, KS,"1,368"
17111,1.33,George, WA,735
17112,1.33,Hatton, AL,173
17113,1.33,Baskin, LA,291
17114,1.33,Campbellsport, WI,"1,906"
17115,1.33,Lake Hart, FL,366
17116,1.33,Stamford, NY,"1,303"
17117,1.33,Derby, OH,428
17118,1.33,New Paris, IN,"1,088"
17119,1.33,West Samoset, FL,"6,597"
17120,1.33,Dundee, OR,"3,181"
17121,1.33,Motley, MN,595
17122,1.33,Vian, OK,"1,510"
17123,1.33,Grandview Heights, OH,"6,836"
17124,1.33,Saint Paul, VA,"1,062"
17125,1.33,Badger, MN,479
17126,1.33,Olney, MT,198
17127,1.33,North Branch, MI,979
17128,1.33,Cosmopolis, WA,"1,479"
17129,1.33,Walnut Springs, TX,798
17130,1.33,Springwater Hamlet, NY,520
17131,1.33,Nelson, WI,308
17132,1.33,Daphnedale Park, CA,20
17133,1.33,Milton, KY,660
17134,1.33,Youngsville, PA,"1,854"
17135,1.33,Tutwiler, MS,"3,530"
17136,1.33,Uniontown, AL,"2,982"
17137,1.33,Canajoharie, NY,"2,192"
17138,1.33,Lexington, IL,"2,213"
17139,1.33,Kenvil, NJ,"2,694"
17140,1.33,Spring Lake, NJ,"2,999"
17141,1.33,Talent, OR,"6,164"
17142,1.33,Eagle, WI,"1,864"
17143,1.33,Grant City, MO,896
17144,1.33,Salisbury, MO,"1,738"
17145,1.33,Great Neck, NY,"10,052"
17146,1.33,Likely, CA,31
17147,1.33,Walla Walla East, WA,"1,556"
17148,1.33,Tigerville, SC,"1,839"
17149,1.33,Hartford, MI,"2,660"
17150,1.33,Coraopolis, PA,"5,655"
17151,1.33,Onarga, IL,"1,404"
17152,1.33,Bethpage, TN,296
17153,1.33,Leland, IA,290
17154,1.33,Mcarthur, OH,"1,883"
17155,1.33,Spring City, UT,812
17156,1.33,Glouster, OH,"1,745"
17157,1.33,Caledonia, MI,"1,595"
17158,1.33,Chadwicks, NY,"2,087"
17159,1.33,Hallsville, MO,"1,678"
17160,1.33,Goodman, MO,"1,299"
17161,1.33,Bon Air, AL,117
17162,1.33,Taylortown, NC,"1,142"
17163,1.33,Newtok, AK,384
17164,1.33,Christoval, TX,276
17165,1.33,Granville, PA,477
17166,1.33,Ayer, MA,"2,930"
17167,1.33,Detroit, AL,226
17168,1.33,Avoca, NY,957
17169,1.33,Mount Hope, WV,"1,384"
17170,1.33,Caulksville, AR,184
17171,1.33,Buckholts, TX,525
17172,1.33,Wiggins, CO,962
17173,1.33,Carlisle, KY,"2,135"
17174,1.33,Webster, FL,845
17175,1.32,Lee, MA,"1,914"
17176,1.32,East Rochester, NY,"6,687"
17177,1.32,New Troy, MI,558
17178,1.32,Woodville, OH,"2,036"
17179,1.32,New Franklin, MO,"1,229"
17180,1.32,Covington, OH,"2,598"
17181,1.32,Quinlan, TX,"1,618"
17182,1.32,Henry, IL,"2,367"
17183,1.32,Lanesboro, MN,762
17184,1.32,Millheim, PA,952
17185,1.32,Columbus, MT,"2,250"
17186,1.32,Douglass Hills, KY,"5,566"
17187,1.32,Tekamah, NE,"1,616"
17188,1.32,Lake Meade, PA,"2,624"
17189,1.32,Ardsley, NY,"4,519"
17190,1.32,Geronimo Estates, AZ,202
17191,1.32,Chesterfield, IN,"2,528"
17192,1.32,Kent City, MI,"1,113"
17193,1.32,Rock Springs, WI,352
17194,1.32,Denham, MN,38
17195,1.32,Cashton, WI,"1,034"
17196,1.32,Lovelady, TX,667
17197,1.32,Raymond, IL,732
17198,1.32,Slatington, PA,"4,258"
17199,1.32,Wainaku, HI,"1,445"
17200,1.32,Nunez, GA,110
17201,1.32,Kremmling, CO,"1,957"
17202,1.32,Kingston, WI,318
17203,1.32,Justice, WV,369
17204,1.32,Fowler, MI,"1,252"
17205,1.32,Westport, IN,"1,400"
17206,1.32,Dickerson City, FL,79
17207,1.32,South Lancaster, MA,"1,812"
17208,1.32,Fort Ripley, MN,109
17209,1.32,Guilford, PA,"2,257"
17210,1.32,Boise City, OK,"1,162"
17211,1.32,Pistakee Highlands, IL,"3,364"
17212,1.32,Arthur, IL,"2,448"
17213,1.32,Ashley, MO,86
17214,1.32,San Antonio, FL,"1,062"
17215,1.32,Dry Prong, LA,527
17216,1.32,East Pasadena, CA,"6,123"
17217,1.32,Newkirk, OK,"2,297"
17218,1.32,Mart, TX,"2,288"
17219,1.32,Scottsville, TX,410
17220,1.32,Robinson Mill, CA,80
17221,1.32,Strawberry, CA,"5,684"
17222,1.32,Lamoure, ND,946
17223,1.32,Bloomville, NY,205
17224,1.32,East Canton, OH,"1,460"
17225,1.32,Dundarrach, NC,68
17226,1.32,Fountain Run, KY,267
17227,1.32,Bryson, TX,549
17228,1.32,Shipman, IL,665
17229,1.31,Boys Town, NE,914
17230,1.31,Point Comfort, TX,620
17231,1.31,Bruni, TX,265
17232,1.31,Lennox, SD,"2,155"
17233,1.31,Butters, NC,148
17234,1.31,Forty Fort, PA,"4,184"
17235,1.31,Shirley, MA,"1,321"
17236,1.31,Vandling, PA,717
17237,1.31,Osburn, ID,"1,366"
17238,1.31,Leoti, KS,"1,478"
17239,1.31,Tioga, ND,"1,097"
17240,1.31,Quonochontaug, RI,483
17241,1.31,Trenton, IL,"2,716"
17242,1.31,Carpendale, WV,900
17243,1.31,Bivalve, MD,266
17244,1.31,Hellertown, PA,"5,881"
17245,1.31,Lake Harbor, FL,45
17246,1.31,Red Lion, PA,"6,343"
17247,1.31,Watertown, TN,"1,564"
17248,1.31,Konawa, OK,"1,398"
17249,1.31,Talpa, NM,"1,065"
17250,1.31,South Webster, OH,730
17251,1.31,Sharon, SC,460
17252,1.31,Leisure Village, NJ,"4,201"
17253,1.31,Pulaski, IL,172
17254,1.31,Sunset, UT,"5,145"
17255,1.31,East Avon, NY,555
17256,1.31,Doyle, TN,585
17257,1.31,Morgan, GA,"2,401"
17258,1.31,Pine Haven, WY,429
17259,1.31,Guadalupe, CA,"7,160"
17260,1.31,Berryville, TX,"1,043"
17261,1.31,Lockport Heights, LA,"1,074"
17262,1.31,Jasonville, IN,"2,406"
17263,1.31,Halstead, KS,"2,339"
17264,1.31,Dawn, MO,75
17265,1.31,Greenville, FL,681
17266,1.31,Bernie, MO,"2,071"
17267,1.31,Hatfield, AR,479
17268,1.31,Temple, OK,"1,208"
17269,1.31,Linn Creek, MO,257
17270,1.31,Fife Heights, WA,"1,977"
17271,1.31,Kings Park, VA,"4,464"
17272,1.31,Holly Hill, SC,"1,247"
17273,1.31,Krugerville, TX,"1,603"
17274,1.31,Billingsley, AL,162
17275,1.31,Edina, MO,"1,142"
17276,1.31,Herbst, IN,83
17277,1.31,Parsonsburg, MD,272
17278,1.30,Bellfountain, OR,95
17279,1.30,Nicasio, CA,95
17280,1.30,Peak Place, NM,340
17281,1.30,Sparkman, AR,478
17282,1.30,Marmaduke, AR,"1,177"
17283,1.30,Wildwood, NJ,"5,255"
17284,1.30,Fairfax, MN,943
17285,1.30,Matador, TX,542
17286,1.30,Outlook, MT,81
17287,1.30,Nokomis, IL,"2,358"
17288,1.30,Whitehouse Station, NJ,"1,831"
17289,1.30,Cole Camp, MO,"1,567"
17290,1.30,Wilton, AR,498
17291,1.30,North East, PA,"4,253"
17292,1.30,Viola, AR,573
17293,1.30,Elsinore, UT,864
17294,1.30,Laurel Park, VA,666
17295,1.30,Morrice, MI,"1,065"
17296,1.30,Keeler, CA,80
17297,1.30,Williamsport, IN,"2,020"
17298,1.30,Wheatley Heights, NY,"5,211"
17299,1.30,Mcgregor, IA,884
17300,1.30,Port Monmouth, NJ,"3,915"
17301,1.30,Amherst, WI,"1,180"
17302,1.30,Turbeville, SC,"1,098"
17303,1.30,Carnelian Bay, CA,463
17304,1.30,Leary, TX,690
17305,1.30,Friendship, TN,858
17306,1.30,Harlan, KY,"1,683"
17307,1.30,New Straitsville, OH,686
17308,1.30,Arcanum, OH,"2,309"
17309,1.30,Tyaskin, MD,192
17310,1.30,Bruno, WV,804
17311,1.30,West Brownsville, PA,909
17312,1.30,Georgetown, LA,421
17313,1.30,Bee, OK,111
17314,1.30,Canadian, TX,"3,221"
17315,1.30,Leawood, MO,719
17316,1.30,Oconee, GA,315
17317,1.30,Schleswig, IA,859
17318,1.30,Hartley, IA,"1,599"
17319,1.30,Farrell, MS,412
17320,1.30,Plymptonville, PA,902
17321,1.30,Pine Ridge, AL,189
17322,1.30,Benwood, WV,"1,286"
17323,1.30,Purdue University, IN,"10,954"
17324,1.30,Bergman, AR,430
17325,1.30,Hillcrest, NY,"7,566"
17326,1.30,Hillsdale, NC,984
17327,1.30,Kennard, TX,432
17328,1.30,Granville, WV,"1,628"
17329,1.30,Essexville, MI,"3,451"
17330,1.30,Galesville, MD,707
17331,1.30,New York Mills, MN,"1,388"
17332,1.30,West Carthage, NY,"1,897"
17333,1.30,Glasgow, MO,"1,346"
17334,1.30,Elkton, MN,130
17335,1.30,North Marysville, WA,115
17336,1.30,Hazel Green, WI,"1,173"
17337,1.30,Lime Ridge, PA,"1,000"
17338,1.30,Cattle Creek, CO,853
17339,1.30,Moorhead, MS,"2,206"
17340,1.30,Northvale, NJ,"4,725"
17341,1.30,Broadway, NC,"1,291"
17342,1.30,Anson, ME,734
17343,1.30,Greenview, CA,183
17344,1.29,Pinesdale, MT,999
17345,1.29,Mesick, MI,379
17346,1.29,Harbor Springs, MI,986
17347,1.29,Bloomfield, KY,"1,038"
17348,1.29,Irrigon, OR,"2,065"
17349,1.29,Wapello, IA,"1,903"
17350,1.29,Bedford, WY,41
17351,1.29,New Haven, OH,813
17352,1.29,Cutten, CA,"3,117"
17353,1.29,Driftwood, TX,84
17354,1.29,East Prairie, MO,"3,191"
17355,1.29,West Bradenton, FL,"4,511"
17356,1.29,Stoneville, NC,"1,177"
17357,1.29,Algona, WA,"3,090"
17358,1.29,Anderson, AL,322
17359,1.29,Gonvick, MN,223
17360,1.29,Saint Regis Falls, NY,384
17361,1.29,Deercroft, NC,337
17362,1.29,Portia, AR,544
17363,1.29,Quarryville, PA,"2,635"
17364,1.29,Fisher, IL,"1,792"
17365,1.29,Oceana, WV,"1,452"
17366,1.29,Whatley, AL,150
17367,1.29,Deer River, MN,914
17368,1.29,Eureka Mill, SC,"1,583"
17369,1.29,Bulls Gap, TN,606
17370,1.29,Catasauqua, PA,"6,477"
17371,1.29,Winlock, WA,"1,728"
17372,1.29,Paradise, UT,"1,154"
17373,1.29,Glendale, MO,"5,926"
17374,1.29,Brookmont, MD,"3,758"
17375,1.29,East Bend, NC,511
17376,1.29,Darien, WI,"1,598"
17377,1.29,Sturgis, MS,486
17378,1.29,Kosse, TX,478
17379,1.29,Whitefield, NH,"1,032"
17380,1.29,Clayton, WA,376
17381,1.29,Banner, IL,188
17382,1.29,Freedom Plains, NY,496
17383,1.29,Atlantic Highlands, NJ,"4,357"
17384,1.29,Turah, MT,361
17385,1.29,Grays Prairie, TX,339
17386,1.29,Mound City, MO,"1,208"
17387,1.29,Elma, IA,629
17388,1.29,Kinsley, KS,"1,488"
17389,1.29,Pollock, LA,454
17390,1.29,Bay Pines, FL,"3,061"
17391,1.29,Tabor, IA,"1,212"
17392,1.29,Patagonia, AZ,697
17393,1.29,Mason, IL,404
17394,1.29,Shelby, IN,526
17395,1.29,South Point, TX,"1,057"
17396,1.29,Hebron, TX,581
17397,1.29,Leslie, MI,"1,798"
17398,1.29,Dayton, KY,"5,382"
17399,1.29,Talahi Island, GA,"1,229"
17400,1.29,Chili, WI,298
17401,1.29,Renner Corner, SD,250
17402,1.29,North River Shores, FL,"3,824"
17403,1.29,Maywood, NJ,"9,651"
17404,1.29,Cheswold, DE,"1,307"
17405,1.28,Soda Bay, CA,"1,369"
17406,1.28,Juliustown, NJ,284
17407,1.28,Spring Valley Village, TX,"3,938"
17408,1.28,Cove Neck, NY,271
17409,1.28,South Charleston, OH,"1,785"
17410,1.28,Spring Lake Heights, NJ,"4,691"
17411,1.28,Marks, MS,"1,755"
17412,1.28,Poplar-Cotton Center, CA,"2,764"
17413,1.28,Clark, SD,"1,039"
17414,1.28,Summerton, SC,"1,029"
17415,1.28,Manchester, OH,"2,127"
17416,1.28,Union City, NJ,"68,001"
17417,1.28,Oak Grove, TN,178
17418,1.28,Wishram, WA,325
17419,1.28,Sabina, OH,"2,327"
17420,1.28,Bloomington, WI,836
17421,1.28,Cedarville, OH,"3,758"
17422,1.28,Hayfield, VA,"4,501"
17423,1.28,Glen Ridge, NJ,"7,606"
17424,1.28,Pecatonica, IL,"2,265"
17425,1.28,China, TX,955
17426,1.28,Lakefield, MN,"1,528"
17427,1.28,New Town, ND,"2,210"
17428,1.28,Ghent, WV,486
17429,1.28,Climbing Hill, IA,172
17430,1.28,Glenside, PA,"7,614"
17431,1.28,Plevna, MO,40
17432,1.28,Albany, WI,"1,167"
17433,1.28,Twin Rivers, NJ,"7,402"
17434,1.28,Waller, PA,105
17435,1.28,Fairview CDP, NJ,"4,004"
17436,1.28,West Okoboji, IA,332
17437,1.28,Belford, NJ,"1,434"
17438,1.28,Kensington Park, FL,"4,228"
17439,1.28,Waelder, TX,"1,351"
17440,1.28,Hyden, KY,461
17441,1.28,Pentwater, MI,977
17442,1.28,Plains, PA,"4,020"
17443,1.28,Heron Lake, MN,626
17444,1.28,Woodbine, IA,"1,668"
17445,1.28,Denver, PA,"3,862"
17446,1.28,Leonidas, MN,59
17447,1.28,Ketchum, OK,464
17448,1.28,Calumet, OK,687
17449,1.28,Santa Clara, NM,"1,474"
17450,1.28,Kiowa, OK,536
17451,1.28,Rancho Alegre, TX,"1,177"
17452,1.28,Van Meter, IA,"1,463"
17453,1.28,Foxfield, CO,678
17454,1.28,Mcbee, SC,696
17455,1.28,Hill City, MN,530
17456,1.28,Flagler, CO,539
17457,1.28,Saint Mary Of The Woods, IN,722
17458,1.28,Pickens, MS,850
17459,1.28,Enon, OH,"2,810"
17460,1.28,Conway, PA,"2,166"
17461,1.28,Landisville, PA,"1,844"
17462,1.28,Vining, MN,49
17463,1.28,Elkhart Lake, WI,961
17464,1.28,Grindstone, PA,488
17465,1.28,Hebron, MD,994
17466,1.28,Montague, TX,288
17467,1.28,Troy, NH,"1,454"
17468,1.28,Cohassett Beach, WA,605
17469,1.28,Friant, CA,263
17470,1.28,Fruit Hill, OH,"3,431"
17471,1.28,Hoboken, NJ,"51,979"
17472,1.28,Lake Marcel-Stillwater, WA,"1,305"
17473,1.28,Rutherford, PA,"4,651"
17474,1.27,Eau Claire, PA,341
17475,1.27,Sulphur Rock, AR,515
17476,1.27,Pyote, TX,121
17477,1.27,Marrowbone, KY,209
17478,1.27,Montrose, PA,"1,694"
17479,1.27,Warren, MA,"1,456"
17480,1.27,Independence, WI,"1,557"
17481,1.27,Watha, NC,275
17482,1.27,Marmet, WV,"1,641"
17483,1.27,Fox Lake Hills, IL,"2,274"
17484,1.27,Grayson, LA,437
17485,1.27,Minoa, NY,"3,492"
17486,1.27,Davy, WV,257
17487,1.27,New Lebanon, PA,203
17488,1.27,Hazen, ND,"2,607"
17489,1.27,Painted Post, NY,"1,732"
17490,1.27,Northwood, ND,750
17491,1.27,Coal Creek town, CO,311
17492,1.27,Sanford, MI,950
17493,1.27,New Hampton, NH,357
17494,1.27,Galeton, PA,"1,240"
17495,1.27,Truesdale, MO,935
17496,1.27,Rosalia, KS,93
17497,1.27,Hampton Beach, NH,"1,941"
17498,1.27,Hanamaulu, HI,"4,398"
17499,1.27,Williamsfield, IL,574
17500,1.27,Iota, LA,"1,790"
17501,1.27,Vanceburg, KY,"1,554"
17502,1.27,New Hope, PA,"2,526"
17503,1.27,Freeport, PA,"1,796"
17504,1.27,La Center, WA,"3,036"
17505,1.27,Syracuse, NE,"1,887"
17506,1.27,Parkesburg, PA,"3,636"
17507,1.27,Wolverine Lake, MI,"4,357"
17508,1.27,Raymond, OH,77
17509,1.27,Weweantic, MA,"1,662"
17510,1.27,Chevy Chase Heights, PA,"1,511"
17511,1.27,Snyder, OK,"1,564"
17512,1.27,Reddick, FL,517
17513,1.27,Holley, NY,"2,011"
17514,1.27,Newell, IA,"1,239"
17515,1.27,Pierce City, MO,"1,283"
17516,1.27,West Peoria, IL,"4,453"
17517,1.27,East Cleveland, TN,"1,622"
17518,1.27,Timberville, VA,"2,557"
17519,1.27,Hayfield, MN,"1,242"
17520,1.27,Honoka'a, HI,"2,522"
17521,1.27,Lemont, PA,"2,706"
17522,1.27,Shafer, MN,936
17523,1.27,Wurtsboro, NY,"1,086"
17524,1.27,Utica, IN,828
17525,1.27,Mashpee Neck, MA,666
17526,1.27,Franks Field, WI,129
17527,1.27,Remsen, IA,"1,869"
17528,1.27,Hayden, AZ,612
17529,1.27,Askov, MN,371
17530,1.27,Ellenboro, NC,"1,321"
17531,1.27,Omao, HI,"1,184"
17532,1.26,Sky Lake, FL,"5,699"
17533,1.26,Narrows, VA,"2,058"
17534,1.26,Garey, CA,74
17535,1.26,Rio, WI,"1,059"
17536,1.26,Sandy Creek, NC,319
17537,1.26,Danbury, WI,238
17538,1.26,Britt, IA,"1,985"
17539,1.26,Vermontville, MI,782
17540,1.26,Donnellson, IA,815
17541,1.26,Harwood, ND,845
17542,1.26,Atlanta, IL,"1,243"
17543,1.26,West Brookfield, MA,"1,352"
17544,1.26,Clever, MO,"2,185"
17545,1.26,Baldwin, MI,"1,535"
17546,1.26,Colver, PA,746
17547,1.26,Americus, IN,535
17548,1.26,Pikes Creek, PA,250
17549,1.26,Castleton, VT,"1,238"
17550,1.26,Moorcroft, WY,"1,169"
17551,1.26,Frenchtown, NJ,"1,486"
17552,1.26,Deposit, NY,"1,815"
