Rank,Water Area (sq mi),City,State,Population
8534,0.04,Enoree, SC,823
8535,0.04,Wellington, MO,801
8536,0.04,Beacon Square, FL,"6,645"
8537,0.04,Alondra Park, CA,"8,833"
8538,0.04,Penton, AL,316
8539,0.04,Murrieta, CA,"106,326"
8540,0.04,Columbus, WI,"5,014"
8541,0.04,Our Town, AL,717
8542,0.04,Gardena, CA,"59,682"
8543,0.04,Manchester, GA,"4,190"
8544,0.04,Fountain, CO,"26,881"
8545,0.04,Pittsboro, NC,"3,912"
8546,0.04,Wharton, TX,"8,768"
8547,0.04,Mason, OH,"31,289"
8548,0.04,Fayette, MO,"2,707"
8549,0.04,Herculaneum, MO,"3,684"
8550,0.04,Reno city, TX,"3,238"
8551,0.04,Ebensburg, PA,"3,295"
8552,0.04,Home, WA,"1,647"
8553,0.04,Flagstaff, AZ,"67,419"
8554,0.04,Rupert, PA,225
8555,0.04,Sula, MT,61
8556,0.04,Downingtown, PA,"7,921"
8557,0.04,Hannahs Mill, GA,"3,975"
8558,0.04,Stockholm, WI,85
8559,0.04,Harrodsburg, IN,761
8560,0.04,Weekapaug, RI,419
8561,0.04,South Canal, OH,"1,274"
8562,0.04,Bucks, AL,45
8563,0.04,West Long Branch, NJ,"8,391"
8564,0.04,Bennington, VT,"8,933"
8565,0.04,Riverton, IL,"3,468"
8566,0.04,Wolsey, SD,519
8567,0.04,Boyceville, WI,"1,020"
8568,0.04,Stafford Springs, CT,"4,734"
8569,0.04,Concord, NC,"82,266"
8570,0.04,Sand Ridge, NY,845
8571,0.04,Tillmans Corner, AL,"19,105"
8572,0.04,Coleman, TX,"4,581"
8573,0.04,Pheasant Run, OH,"1,576"
8574,0.04,Hurt, VA,"1,388"
8575,0.04,Big Bend, WI,"1,327"
8575,0.04,Dallas, GA,"12,129"
8577,0.04,Altamahaw, NC,376
8578,0.04,Calumet Park, IL,"8,189"
8579,0.04,Hawley, PA,"1,282"
8580,0.04,North Buena Vista, IA,109
8581,0.04,West Hamburg, PA,"1,996"
8582,0.04,Lamont, CA,"16,359"
8583,0.04,Quincy, IL,"40,782"
8584,0.04,Arkadelphia, AR,"10,703"
8585,0.04,Edgerton, KS,"1,573"
8586,0.04,Temescal Valley, CA,"22,535"
8587,0.04,Roanoke Rapids, NC,"15,653"
8588,0.04,Crown City, OH,367
8589,0.04,Hondah, AZ,"1,020"
8590,0.04,Stratford, WI,"1,674"
8591,0.04,Bound Brook, NJ,"10,607"
8592,0.04,Conshohocken, PA,"7,864"
8593,0.04,Middleburg, PA,"1,362"
8594,0.04,Marysville, KS,"3,301"
8595,0.04,Lynchburg, MS,"2,113"
8596,0.04,Cape Canaveral, FL,"9,960"
8597,0.04,Lawton, MI,"1,698"
8598,0.04,Groesbeck, TX,"4,325"
8599,0.04,Archie, MO,"1,339"
8600,0.04,Danielsville, GA,894
8601,0.04,Pineridge, SC,"2,142"
8602,0.04,Shawnee Land, VA,"1,706"
8603,0.04,Fontana-On-Geneva Lake Village, WI,"1,411"
8604,0.04,Haviland, NY,"3,516"
8605,0.04,Andrews, MD,"3,356"
8606,0.04,Kooskia, ID,572
8607,0.04,Fitzpatrick, AL,81
8608,0.04,Surgoinsville, TN,"1,823"
8609,0.04,Young, AZ,418
8610,0.04,Cumming, GA,"5,538"
8611,0.04,Chardon, OH,"5,161"
8612,0.04,Rancho Santa Margarita, CA,"48,758"
8613,0.04,Perry Park, CO,"1,634"
8614,0.04,Dalworthington Gardens, TX,"2,077"
8615,0.04,Pearl River, MS,"3,935"
8616,0.04,Congress, AZ,"1,138"
8617,0.04,Dresden, OH,"1,641"
8618,0.04,Edwardsville, PA,"4,792"
8619,0.04,Koppel, PA,638
8620,0.04,East Brewton, AL,"2,552"
8621,0.04,Merrillville, IN,"35,262"
8622,0.04,Firthcliffe, NY,"4,957"
8623,0.04,Maquoketa, IA,"6,064"
8624,0.04,Low Moor, VA,301
8625,0.04,Prairie Farm, WI,476
8626,0.04,Verona, MS,"3,052"
8627,0.04,Libby, MT,"2,667"
8628,0.04,Brethren, MI,327
8629,0.04,Wallace, FL,"1,488"
8630,0.04,Shelby, NC,"20,283"
8631,0.04,Johnson, AR,"3,509"
8632,0.04,Vinton, VA,"8,129"
8633,0.04,Jeffersontown, KY,"26,862"
8634,0.04,Blue Jay, OH,"1,003"
8635,0.04,Barnesville, GA,"6,617"
8636,0.03,Crab Orchard, IL,354
8636,0.03,Coyote Flats, TX,380
8638,0.03,Kanab, UT,"4,407"
8639,0.03,Paris, TN,"10,165"
8640,0.03,Mountain Road, VA,"1,255"
8641,0.03,Seward, NE,"7,050"
8642,0.03,Deshler, OH,"1,758"
8643,0.03,Brandon, SD,"9,350"
8644,0.03,Belleville, KS,"1,869"
8645,0.03,Clinton, MI,"2,229"
8646,0.03,Minco, OK,"1,423"
8647,0.03,Oroville, WA,"1,786"
8648,0.03,Escudilla Bonita, NM,27
8649,0.03,Bainbridge, NY,"1,337"
8650,0.03,Cheraw, SC,"5,809"
8651,0.03,Oakville, CT,"9,118"
8652,0.03,Smyrna, GA,"52,922"
8653,0.03,Glen Avon, CA,"20,199"
8654,0.03,Angier, NC,"4,760"
8655,0.03,Lewisville, AR,"1,215"
8656,0.03,Occoquan, VA,861
8657,0.03,Greenville CDP, NY,"7,138"
8658,0.03,Cement City, MI,481
8659,0.03,Townsend, MA,"1,227"
8660,0.03,Sugar Hill, GA,"19,688"
8660,0.03,Happy Valley, OR,"15,693"
8662,0.03,Drexel, MO,962
8663,0.03,Hogansville, GA,"3,063"
8664,0.03,Calvary, GA,71
8665,0.03,Chester Hill, PA,981
8666,0.03,Stearns, KY,"1,395"
8667,0.03,Benton, AL,42
8668,0.03,Wiscasset, ME,"1,302"
8669,0.03,Forest Hill, LA,679
8670,0.03,Jeffersonville, OH,"1,147"
8671,0.03,Warm Springs, GA,586
8672,0.03,Booneville, MS,"8,775"
8673,0.03,Navasota, TX,"7,215"
8674,0.03,East Cape Girardeau, IL,672
8675,0.03,Claiborne, LA,"11,575"
8676,0.03,Mount Prospect, IL,"54,589"
8677,0.03,Norton, VA,"4,015"
8678,0.03,Bigfork, MN,404
8679,0.03,Shell Valley, ND,"1,365"
8680,0.03,Broad Brook, CT,"4,526"
8681,0.03,Aspinwall, PA,"2,794"
8682,0.03,El Jebel, CO,"3,450"
8683,0.03,Osgood, IN,"1,785"
8684,0.03,Saint Francisville, IL,519
8685,0.03,Manhasset, NY,"7,929"
8686,0.03,Wakarusa, KS,398
8687,0.03,Welaka, FL,752
8688,0.03,Matteson, IL,"19,097"
8689,0.03,Leonville, LA,991
8690,0.03,Elberton, GA,"4,494"
8691,0.03,Warwick, OK,125
8692,0.03,Mansfield, AR,"1,339"
8693,0.03,Manteno, IL,"9,585"
8694,0.03,Lincoln City, OR,"7,977"
8695,0.03,Swannanoa, NC,"4,444"
8696,0.03,Ellwood City, PA,"7,743"
8697,0.03,Kilgore, TX,"14,178"
8698,0.03,Trophy Club, TX,"9,451"
8699,0.03,Linden, AL,"2,133"
8700,0.03,Castroville, TX,"2,838"
8701,0.03,Belford, NJ,"1,434"
8702,0.03,North Woodstock, NH,299
8703,0.03,Lexington Hills, CA,"2,367"
8704,0.03,Glasgow, VA,"1,258"
8705,0.03,Hainesville, IL,"3,682"
8706,0.03,Grayling, MI,"1,798"
8707,0.03,Coolidge, TX,827
8707,0.03,Proctorville, OH,535
8709,0.03,State Line, MS,541
8710,0.03,South Laurel, MD,"25,633"
8711,0.03,Lockwood, CA,389
8712,0.03,Two Strike, SD,425
8713,0.03,Elizabethtown, NC,"3,611"
8714,0.03,Fairfield, IL,"5,080"
8715,0.03,Swedesboro, NJ,"2,627"
8716,0.03,Atoka, TN,"8,727"
8717,0.03,Chili, NM,953
8718,0.03,Ashland, NH,"1,359"
8719,0.03,Neosho, WI,600
8720,0.03,Dorchester, WI,929
8721,0.03,South Lebanon, OH,"5,215"
8722,0.03,New Milford, NJ,"16,524"
8723,0.03,Ellport, PA,"1,167"
8724,0.03,Lutcher, LA,"3,471"
8725,0.03,Cedar Hill Lakes, MO,191
8726,0.03,Oak Grove, KY,"7,522"
8727,0.03,Spring Arbor, MI,"2,795"
8728,0.03,Fairport, NY,"5,364"
8729,0.03,Duck Key, FL,621
8730,0.03,Fountain Inn, SC,"8,031"
8731,0.03,Broadway, NC,"1,291"
8732,0.03,Manchester, TN,"10,223"
8733,0.03,Ackley, IA,"1,546"
8734,0.03,Oklahoma borough, PA,735
8735,0.03,New Pekin, IN,"1,382"
8736,0.03,Wakefield, VA,"12,684"
8737,0.03,Malta, IL,"1,115"
8738,0.03,Rockport, IN,"2,279"
8739,0.03,Lancaster, NY,"10,314"
8740,0.03,Denison, IA,"8,370"
8741,0.03,Lower Allen, PA,"7,012"
8742,0.03,Rock Springs, WI,352
8743,0.03,Howard City, MI,"1,849"
8744,0.03,Victoria, VA,"1,832"
8745,0.03,Woodstock, VT,948
8746,0.03,Northport, WI,466
8747,0.03,Coalgate, OK,"1,920"
8748,0.03,Milan, IN,"1,897"
8749,0.03,Upland, CA,"75,089"
8750,0.03,Idaho Springs, CO,"1,971"
8751,0.03,White Mills, PA,673
8752,0.03,Sparta, KY,234
8753,0.03,Austintown, OH,"29,034"
8753,0.03,Polson, MT,"4,580"
8755,0.03,Bryant, WA,"1,867"
8756,0.03,Lincoln, MO,"1,171"
8757,0.03,Gilberton, PA,749
8758,0.03,South Plainfield, NJ,"23,686"
8759,0.03,Streamwood, IL,"40,746"
8760,0.03,Gary, WV,852
8761,0.03,Reed City, MI,"2,816"
8762,0.03,Graniteville, VT,554
8762,0.03,Millwood, WA,"1,760"
8764,0.03,Odessa, MO,"5,237"
8765,0.03,Glendive, MT,"5,167"
8766,0.03,Temperance, MI,"9,402"
8767,0.03,Chester, VT,991
8768,0.03,Henagar, AL,"2,308"
8769,0.03,Fairview, OK,"2,613"
8770,0.03,Fort Bragg, CA,"7,274"
8771,0.03,Valley Falls, SC,"5,886"
8771,0.03,Charleston, TN,674
8773,0.03,Stoney Point, OK,271
8774,0.03,Walnut Grove, GA,"1,383"
8775,0.03,Mimbres, NM,659
8776,0.03,Gantt, AL,210
8777,0.03,Oakland, TN,"6,944"
8778,0.03,Lukachukai, AZ,"1,790"
8779,0.03,University Center, VA,"3,967"
8780,0.03,Rutledge, GA,708
8781,0.03,Tchula, MS,"2,023"
8782,0.03,Northfield, VT,"2,677"
8783,0.03,North Lauderdale, FL,"42,354"
8784,0.03,Sarita, TX,442
8785,0.03,Swift Trail Junction, AZ,"2,913"
8786,0.03,Red Butte, WY,451
8787,0.03,Bunnlevel, NC,820
8788,0.03,South Blooming Grove, NY,"3,212"
8789,0.03,Union Park, FL,"10,501"
8790,0.03,Taylor Springs, IL,578
8791,0.03,Elma, WA,"3,048"
8792,0.03,Vinton, OH,252
8793,0.03,Newport, OH,125
8794,0.03,Pepper Pike, OH,"6,079"
8795,0.03,Grantsville, UT,"9,391"
8796,0.03,Whitaker, PA,"1,278"
8797,0.03,Daytona Beach Shores, FL,"4,278"
8798,0.03,Quonochontaug, RI,483
8799,0.03,Bloomsbury, NJ,769
8800,0.03,Lyndon, KY,"11,167"
8801,0.03,Willsboro, NY,676
8802,0.03,Dry Ridge, KY,"2,315"
8803,0.03,Keo, AR,217
8804,0.03,Judsonia, AR,"2,362"
8805,0.03,Pinebluff, NC,"1,342"
8806,0.03,Hinsdale, IL,"16,898"
8807,0.03,Fallbrook, CA,"31,435"
8808,0.03,Clarinda, IA,"5,490"
8809,0.03,Mulino, OR,"2,314"
8810,0.03,Saltsburg, PA,768
8811,0.03,Atlantic, IA,"6,983"
8812,0.03,Aptos Hills-Larkin Valley, CA,"1,808"
8813,0.03,Quasqueton, IA,457
8814,0.03,Burnsville, WV,523
8815,0.03,Saint Leonard, MD,574
8816,0.03,Bangor, PA,"5,256"
8817,0.03,Kendall, WA,197
8818,0.03,Ashland, AL,"2,494"
8819,0.03,Porter Heights, TX,"1,344"
8820,0.03,Cave, MO,1
8821,0.03,Cedartown, GA,"9,760"
8822,0.03,Steilacoom, WA,"6,083"
8823,0.03,Mason, TX,"1,907"
8824,0.03,Grant, OK,226
8825,0.03,Highland City, FL,"10,040"
8826,0.03,Durango, CO,"17,268"
8827,0.03,Rogers, TX,949
8828,0.03,Burnet, TX,"6,065"
8829,0.03,Brooklawn, NJ,"1,879"
8830,0.03,River View Park, PA,"3,039"
8831,0.03,Trexlertown, PA,"1,984"
8832,0.03,Tannersville, NY,596
8833,0.03,Saint Marie, MT,454
8834,0.03,Altha, FL,619
8835,0.03,Highland Park, IL,"29,819"
8836,0.03,Westfield, WI,"1,276"
8837,0.03,Walla Walla, WA,"31,895"
8838,0.03,Bel Aire, KS,"6,923"
8839,0.03,Clinchco, VA,365
8840,0.03,Tilton, IL,"2,686"
8841,0.03,Ingalls, IN,"2,152"
8842,0.03,Harlan, KY,"1,683"
8843,0.03,Orleans, VT,898
8844,0.03,Mabank, TX,"3,579"
8845,0.03,Loretto, KY,626
8846,0.03,Mannsville, NY,332
8847,0.03,Squaw Lake, MN,123
8848,0.03,Antwerp, NY,540
8849,0.03,Racine, WV,219
8850,0.03,Chillum, MD,"36,684"
8851,0.03,Au Sable, MI,"1,327"
8852,0.03,Williamstown, MA,"4,173"
8853,0.03,New Castle, CO,"4,538"
8854,0.03,North Valley Stream, NY,"17,247"
8855,0.03,Jeffersonville, NY,334
8856,0.03,Midland, AR,389
8857,0.03,Jonesville, MI,"2,226"
8858,0.03,Fort Hood, TX,"32,177"
8859,0.03,Utica, MI,"4,747"
8860,0.03,Marshallville, GA,"1,400"
8861,0.03,Beaver, WV,"1,299"
8862,0.03,Chester, MA,727
8863,0.03,Azalea Park, FL,"13,203"
8864,0.03,Hurley, NY,"3,407"
8865,0.03,Port Gibson, NY,482
8866,0.03,Masontown, PA,"3,420"
8867,0.03,Bishopville, SC,"3,372"
8868,0.03,Cadwell, GA,596
8869,0.03,Brundidge, AL,"2,007"
8870,0.03,Bay Port, MI,429
8871,0.03,Pollock Pines, CA,"6,540"
8872,0.03,Inger, MN,316
8873,0.03,Twinsburg, OH,"18,784"
8874,0.03,Dellroy, OH,314
8875,0.03,Spencerport, NY,"3,606"
8876,0.03,Addison, AL,913
8877,0.03,Barre, VT,"8,955"
8878,0.03,Boulder City, NV,"15,162"
8879,0.03,Groveton, TX,"1,575"
8880,0.03,Greenview, WV,240
8881,0.03,Milton, LA,"3,030"
8882,0.03,Deer Lake borough, PA,686
8883,0.03,Queen Creek, AZ,"28,529"
8884,0.03,Bassett, KS,15
8885,0.03,Hobucken, NC,113
8886,0.03,Shorewood-Tower Hills-Harbert, MI,"1,188"
8887,0.03,Ashland, KY,"21,551"
8887,0.03,Mount Ida, AR,"1,160"
8889,0.03,Endwell, NY,"11,315"
8890,0.03,Glen Ullin, ND,681
8891,0.03,Midway, FL,"3,200"
8892,0.03,Fairview, TN,"8,020"
8893,0.03,Burleigh, NJ,619
8894,0.03,Swanton, VT,"2,389"
8895,0.03,Deenwood, GA,"1,514"
8895,0.03,New California, OH,"1,581"
8897,0.03,Sand Lake village, MI,503
8898,0.03,Jena, LA,"3,396"
8899,0.03,Crestview Hills, KY,"3,310"
8899,0.03,Atoka, NM,633
8901,0.03,Horseshoe Beach, FL,136
8902,0.03,Alexandria, KY,"8,654"
8903,0.03,Hunter, NY,531
8904,0.03,Bryan, OH,"8,523"
8905,0.03,Kenneth City, FL,"4,986"
8906,0.03,Rock House, AZ,14
8907,0.03,Clarksville, VA,"1,226"
8908,0.03,Deerfield, MA,818
8909,0.03,Mars Hill, ME,955
8910,0.03,Plymouth, OH,"1,772"
8911,0.03,Shrewsbury, NJ,"3,899"
8912,0.03,Joshua, TX,"5,935"
8913,0.03,Winona, MS,"4,832"
8914,0.03,Tarrant, AL,"6,331"
8915,0.03,Langdon, ND,"1,878"
8916,0.03,Huntley, IL,"25,200"
8917,0.03,Midway, LA,"1,624"
8918,0.03,Lauderhill, FL,"69,082"
8919,0.03,Gila, NM,463
8920,0.03,Yanceyville, NC,"2,025"
8921,0.03,Zachary, LA,"15,579"
8922,0.03,Atherton, CA,"7,034"
8923,0.03,Villa Ridge, MO,"2,630"
8924,0.03,Evart, MI,"1,469"
8925,0.03,Royalton, PA,"1,054"
8926,0.03,Davis, CA,"66,093"
8927,0.03,Woodlawn, MD,"39,518"
8928,0.03,Windsor, MO,"2,896"
8929,0.03,Campbell, OH,"8,127"
8930,0.03,Maryville, MO,"12,018"
8931,0.03,Elm Creek, TX,"2,776"
8932,0.03,Melrose, WI,549
8933,0.03,Gramercy, LA,"3,523"
8934,0.03,Interlochen, MI,424
8935,0.03,Brockway, PA,"2,066"
8936,0.03,Aurora, MO,"7,475"
8937,0.03,Singac, NJ,"4,928"
8938,0.03,Safford, AZ,"9,574"
8939,0.03,Leland, IA,290
8940,0.03,Elk Creek, CA,136
8941,0.03,Bon Air, VA,"16,857"
8942,0.03,Escobares, TX,"2,003"
8943,0.03,Nashotah, WI,"1,524"
8944,0.03,Jeff, KY,335
8945,0.03,West Springfield, VA,"22,956"
8946,0.03,Hamill, SD,11
8947,0.03,Maple Lake, MN,"2,061"
8948,0.03,Crystal Lakes, OH,"1,398"
8949,0.03,Kalida, OH,"1,449"
8950,0.03,Piney View, WV,"1,003"
8951,0.03,Elim, PA,"3,859"
8952,0.03,Paradise Valley, AZ,"13,243"
8953,0.03,Big Timber, MT,"1,460"
8954,0.03,Alton, NH,397
8955,0.03,Thiells, NY,"5,295"
8956,0.03,Pleasant View, KY,299
8957,0.03,Rio Grande, NJ,"2,353"
8958,0.03,Paris, KY,"9,746"
8959,0.03,Deatsville, AL,"1,098"
8960,0.03,Lamesa, TX,"9,365"
8961,0.03,Tiltonsville, OH,"1,356"
8962,0.03,Hightstown, NJ,"5,557"
8963,0.03,Kanauga, OH,145
8964,0.03,Palmer, TX,"2,347"
8965,0.03,Dennard, AR,458
8966,0.03,Coinjock, NC,190
8967,0.03,Kings Bay Base, GA,"1,905"
8968,0.03,Kimmell, IN,473
8969,0.03,Millersport, OH,"1,338"
8970,0.03,Rye Brook, NY,"9,456"
8971,0.03,West Easton, PA,"1,315"
8972,0.03,Oak Valley, TX,373
8973,0.03,Parker, TX,"3,974"
8974,0.03,Bridgman, MI,"1,963"
8975,0.03,Mccord Bend, MO,284
8976,0.03,Litchfield Park, AZ,"5,122"
8977,0.03,Lillington, NC,"3,334"
8978,0.03,Barwick, GA,440
8979,0.03,Ashford, WA,280
8980,0.03,Cherryvale, SC,"2,316"
8981,0.03,Rehobeth, AL,"1,609"
8982,0.03,Raven, VA,"2,451"
8983,0.03,Milford, PA,"1,039"
8984,0.03,Bevil Oaks, TX,"1,299"
8985,0.03,Laureles, TX,"4,582"
8986,0.03,Mountain Grove, MO,"4,704"
8987,0.03,Somerville, NJ,"12,175"
8988,0.03,Adams, MA,"5,460"
8989,0.03,Carmi, IL,"5,307"
8990,0.03,Brea, CA,"40,443"
8991,0.03,Blacksburg, VA,"43,204"
8992,0.03,Alanson, MI,585
8993,0.03,Jackson, GA,"4,959"
8994,0.03,South Wallins, KY,776
8995,0.03,Fort Montgomery, NY,"1,385"
8996,0.03,Hollins, AL,811
8997,0.03,Birdsboro, PA,"5,158"
8998,0.03,Fort Sumner, NM,"1,099"
8999,0.03,Slaton, TX,"6,100"
9000,0.03,Spring City, TN,"2,137"
9001,0.03,Carthage, SD,210
9002,0.03,Spring Grove, IL,"5,390"
9003,0.03,Marion, NC,"7,948"
9004,0.03,Okaton, SD,6
9005,0.03,Haltom City, TX,"43,259"
9006,0.03,Lawrenceburg, KY,"11,014"
9007,0.03,Archer City, TX,"1,619"
9008,0.03,Westphalia, MI,838
9009,0.03,Stateburg, SC,"1,615"
9010,0.03,Hurricane, WV,"6,352"
9011,0.03,Melville, LA,"1,099"
9012,0.03,Gate City, VA,"2,348"
9013,0.03,Coalinga, CA,"17,235"
9014,0.03,Olancha, CA,287
9015,0.03,Lake Ann, MI,267
9016,0.03,Centerville, SC,"6,749"
9017,0.03,Germantown, TN,"39,207"
9018,0.03,North Valley, NM,"11,189"
9019,0.03,Kirwin, KS,174
9020,0.03,La Grande, OR,"13,090"
9021,0.03,Glenwood, GA,610
9022,0.03,Sims Chapel, AL,259
9023,0.03,Ashdown, AR,"4,611"
9024,0.03,Ashland, VA,"7,264"
9025,0.03,Chama, NM,876
9026,0.03,Snyder, TX,"11,368"
9027,0.03,Sky Valley, GA,359
9028,0.03,Giddings, TX,"4,942"
9029,0.03,Morganfield, KY,"3,554"
9030,0.03,Hopkins, MN,"17,909"
9031,0.03,Stansberry Lake, WA,"2,389"
9032,0.03,Rayville, LA,"3,745"
9033,0.03,Ken Caryl, CO,"32,944"
9034,0.03,Red Oaks Mill, NY,"4,128"
9035,0.03,Glacier, WA,76
9036,0.03,Alden, MN,626
9037,0.03,Eva, AL,544
9038,0.03,Hobson, AL,55
9039,0.03,Reminderville, OH,"3,630"
9040,0.03,North La Junta, CO,394
9041,0.03,Mount Kisco, NY,"11,016"
9042,0.03,San Manuel, AZ,"3,961"
9043,0.03,Goulds, FL,"11,210"
9044,0.03,Radcliff, KY,"22,939"
9045,0.03,Hawthorne, NJ,"18,944"
9046,0.03,Mcconnells, SC,323
9047,0.03,Spring Ridge, MD,"5,895"
9047,0.03,Lincoln Park, NY,"2,275"
9049,0.03,Manchester, VT,648
9050,0.03,Lupton, MI,263
9051,0.03,Wymore, NE,"1,399"
9052,0.03,Brent, AL,"4,911"
9053,0.03,Houston Lake, MO,290
9054,0.03,Buckatunna, MS,458
9055,0.03,Grand View, ID,442
9056,0.03,Alto Pass, IL,486
9057,0.03,Kahoka, MO,"1,885"
9058,0.03,Bishopville, MD,254
9059,0.03,Pittsburg, IL,599
9060,0.03,Lenox, GA,807
9061,0.03,Delaware, NJ,86
9062,0.03,Green City, MO,708
9062,0.03,Mariposa, CA,"1,524"
9064,0.03,Monroeville, OH,"1,192"
9065,0.03,Esperance, NY,393
9066,0.03,Lincolnia, VA,"22,917"
9067,0.03,New Market, AL,"1,596"
9068,0.03,Eldred, PA,744
9069,0.03,Wedgewood, MI,201
9070,0.03,Carnuel, NM,"1,303"
9071,0.03,Lochearn, MD,"25,888"
9072,0.03,Rosser, TX,317
9073,0.03,Manhattan, KS,"55,112"
9074,0.03,Cluster Springs, VA,745
9075,0.03,Higginsville, MO,"4,740"
9076,0.03,Sellersburg, IN,"8,004"
9077,0.03,Sussex, NJ,"2,070"
9078,0.03,French Valley, CA,"26,753"
9079,0.03,Burke, TX,713
9080,0.03,Mackinaw, IL,"2,407"
9081,0.03,Mission Canyon, CA,"2,531"
9082,0.03,Tuolumne City, CA,"1,824"
9083,0.03,Valentine, NE,"2,763"
9084,0.03,Pyatt, AR,144
9085,0.03,Alorton, IL,"1,729"
9086,0.03,Daviston, AL,287
9087,0.03,Palmview South, TX,"5,294"
9088,0.03,Spartansburg, PA,284
9089,0.03,Williamsport, OH,"1,209"
9090,0.03,Schoeneck, PA,817
9091,0.03,Clarksville, OH,457
9092,0.03,West Liberty, PA,342
9093,0.03,Marion, VA,"5,931"
9094,0.03,Batavia, OH,"2,008"
9095,0.03,Cheney, WA,"11,014"
9096,0.03,Mayfield, KY,"10,091"
9097,0.03,Mount Washington, KY,"11,956"
9098,0.03,Martinsville, IL,"1,150"
9099,0.03,Horse Pasture, VA,"1,925"
9100,0.03,Upper Arlington, OH,"34,191"
9101,0.03,Cumberland, KY,"2,282"
9102,0.03,Village Of The Branch, NY,"1,965"
9103,0.03,Conover, NC,"8,200"
9104,0.03,Vance, AL,"1,274"
9105,0.03,Towanda, PA,"2,899"
9106,0.03,Clarkesville, GA,"1,911"
9107,0.03,Collins, MS,"2,568"
9108,0.03,Rancho Calaveras, CA,"5,736"
9109,0.03,Polonia, WI,562
9110,0.03,Centerville, IA,"5,480"
9111,0.03,Dranesville, VA,"12,128"
9112,0.03,Mauriceville, TX,"3,130"
9113,0.03,Saint Marys, OH,"8,193"
9114,0.03,Carrboro, NC,"20,337"
9115,0.03,Stottville, NY,"1,388"
9116,0.03,Ore City, TX,914
9117,0.03,Blue Lake, CA,"1,258"
9118,0.03,Windsor, WI,"3,902"
9119,0.03,Brooks, KY,"2,964"
9120,0.03,Indian Springs, TX,799
9121,0.03,Bay City, TX,"17,499"
9122,0.03,Caseville, MI,843
9123,0.03,Zumbro Falls, MN,151
9124,0.03,Newton Hamilton, PA,187
9125,0.03,Casselton, ND,"2,434"
9126,0.03,Dacula, GA,"4,664"
9127,0.03,Miamiville, OH,288
9128,0.03,Siloam, GA,399
9129,0.03,Luray, VA,"4,864"
9130,0.03,Lockport Heights, LA,"1,074"
9131,0.03,Wedowee, AL,896
9132,0.03,Ozora, MO,127
9133,0.03,New Boston, OH,"2,255"
9134,0.03,Council, ID,883
9135,0.03,Memphis, MI,"1,200"
9136,0.03,Helena Valley West Central, MT,"8,502"
9137,0.03,Grafton, OH,"6,145"
9138,0.03,Glenvar, VA,818
9139,0.03,Shenorock, NY,"1,589"
9140,0.03,South Renovo, PA,416
9141,0.03,Poy Sippi, WI,377
9142,0.03,Rockingham, NC,"9,444"
9143,0.03,Stephens City, VA,"1,856"
9144,0.03,Monticello, IL,"5,400"
9145,0.03,Bangor Base, WA,"6,355"
9146,0.03,Bramwell, WV,413
9147,0.03,Silver Spring, MD,"75,748"
9148,0.03,Port Byron, NY,"1,387"
9149,0.03,Oxford, MS,"20,200"
9150,0.03,Goodwater, AL,"1,678"
9151,0.03,War, WV,779
9152,0.03,Bartonsville, MD,"1,387"
9153,0.03,East Brooklyn, CT,"1,784"
9154,0.03,Colfax, WI,"1,135"
9155,0.03,Mariemont, OH,"3,384"
9156,0.03,Jacksonville, GA,198
9157,0.03,Agoura Hills, CA,"20,630"
9158,0.03,Welch, WV,"3,015"
9159,0.03,Karnes City, TX,"3,162"
9160,0.03,Fair Haven, VT,"2,347"
9161,0.03,Murray, KY,"18,375"
9162,0.03,Hillsdale, IL,507
9163,0.03,Demorest, GA,"1,857"
9164,0.03,Arlington Heights, IL,"75,577"
9165,0.03,Buena Park, CA,"82,191"
9166,0.03,Springdale town, SC,"2,693"
9167,0.03,Ball Ground, GA,"1,657"
9168,0.03,Pinehurst CDP, TX,"4,835"
9169,0.03,Damascus, VA,796
9170,0.03,Woodbury, GA,753
9171,0.03,Post, TX,"4,841"
9172,0.03,Lacy Lakeview, TX,"6,569"
9173,0.03,Wind Gap, PA,"2,724"
9174,0.03,Buffalo Grove, IL,"41,613"
9175,0.03,Grover, NC,"1,092"
9176,0.03,Prospect Heights, IL,"16,344"
9177,0.03,Galatia, IL,808
9178,0.03,Stowe, PA,"3,765"
9179,0.03,Poplar, WI,602
9180,0.03,Warner Valley, CA,5
9181,0.03,Northchase, NC,"3,328"
9182,0.03,Richboro, PA,"6,382"
9183,0.03,Perkasie, PA,"8,511"
9184,0.03,Mcnary, LA,144
9185,0.03,Pittman, FL,309
9186,0.03,Saybrook, IL,789
9187,0.03,Granville, OH,"5,689"
9188,0.03,Shingle Springs, CA,"4,562"
9189,0.03,Honomu, HI,409
9190,0.03,Walnut Cove, NC,"1,599"
9191,0.03,Monticello, GA,"2,619"
9192,0.03,Grimes, IA,"9,037"
9193,0.03,Beatty, NV,"1,021"
9194,0.03,North Cleveland, TX,177
9195,0.03,Priceville, AL,"2,848"
9196,0.03,Montgomery City, MO,"2,804"
9197,0.03,Ochlocknee, GA,730
9198,0.03,Roanoke, TX,"6,488"
9199,0.03,Paris, ID,476
9200,0.03,Gibson City, IL,"3,542"
9201,0.03,South Fork, PA,"1,009"
9202,0.03,Americus, IN,535
9203,0.03,Robins, GA,"1,413"
9204,0.03,Chrisney, IN,469
9205,0.03,Fontanet, IN,260
