Rank,Water Area (sq mi),City,State,Population
18801,0.00,Bayard, NM,"2,640"
18801,0.00,Beclabito, NM,294
18801,0.00,Berino, NM,"1,674"
18801,0.00,Brazos, NM,27
18801,0.00,Buckhorn, NM,198
18801,0.00,Caballo, NM,25
18801,0.00,Canada De Los Alamos, NM,340
18801,0.00,Canon, NM,211
18801,0.00,Capitan, NM,"1,261"
18801,0.00,Carrizozo, NM,866
18801,0.00,Cedro, NM,288
18801,0.00,Chamberino, NM,855
18801,0.00,Chamisal, NM,322
18801,0.00,Chamizal, NM,48
18801,0.00,Chaparral, NM,"13,905"
18801,0.00,Chical, NM,139
18801,0.00,Chilili, NM,39
18801,0.00,Chupadero, NM,221
18801,0.00,Cimarron, NM,"1,003"
18801,0.00,City Of The Sun, NM,37
18801,0.00,Cliff, NM,365
18801,0.00,Cobre, NM,21
18801,0.00,Cochiti, NM,498
18801,0.00,Cochiti Lake, NM,534
18801,0.00,Columbus, NM,"1,278"
18801,0.00,Cordova, NM,304
18801,0.00,Corona, NM,147
18801,0.00,Costilla, NM,73
18801,0.00,Cotton City, NM,270
18801,0.00,Crownpoint, NM,"2,502"
18801,0.00,Cuartelez, NM,433
18801,0.00,Cuba, NM,617
18801,0.00,Cubero, NM,125
18801,0.00,Cundiyo, NM,8
18801,0.00,Cuyamungue, NM,568
18801,0.00,Cuyamungue Grant, NM,203
18801,0.00,Deming, NM,"14,760"
18801,0.00,Des Moines, NM,190
18801,0.00,Dona Ana, NM,"1,796"
18801,0.00,Duran, NM,2
18801,0.00,East Pecos, NM,499
18801,0.00,El Cerro Mission, NM,"4,519"
18801,0.00,Eldorado At Santa Fe, NM,"5,990"
18801,0.00,Elida, NM,236
18801,0.00,El Rancho, NM,"1,180"
18801,0.00,El Valle De Arroyo Seco, NM,"1,414"
18801,0.00,Encinal, NM,127
18801,0.00,Encino, NM,46
18801,0.00,Ensenada, NM,154
18801,0.00,Escondida, NM,18
18801,0.00,Fairacres, NM,892
18801,0.00,Fence Lake, NM,42
18801,0.00,Folsom, NM,85
18801,0.00,Galisteo, NM,209
18801,0.00,Garfield, NM,43
18801,0.00,Glen Acres, NM,384
18801,0.00,Glorieta, NM,282
18801,0.00,Golden, NM,66
18801,0.00,Grenville, NM,17
18801,0.00,Hachita, NM,50
18801,0.00,Hanover, NM,147
18801,0.00,Hillsboro, NM,103
18801,0.00,Hot Springs Landing, NM,134
18801,0.00,House, NM,71
18801,0.00,Indian Hills, NM,"1,216"
18801,0.00,Isleta Village Proper, NM,374
18801,0.00,Jacona, NM,437
18801,0.00,Jaconita, NM,503
18801,0.00,Jal, NM,"2,130"
18801,0.00,Jemez Springs, NM,232
18801,0.00,Keeler Farm, NM,"2,131"
18801,0.00,Kingston, NM,96
18801,0.00,La Cueva, NM,124
18801,0.00,La Hacienda, NM,402
18801,0.00,La Huerta, NM,"1,467"
18801,0.00,La Jara, NM,151
18801,0.00,La Joya, NM,82
18801,0.00,Lake Arthur, NM,424
18801,0.00,Lake Roberts, NM,14
18801,0.00,Lake Roberts Heights, NM,32
18801,0.00,Lake Valley, NM,61
18801,0.00,La Mesa, NM,973
18801,0.00,Lamy, NM,173
18801,0.00,La Puebla, NM,996
18801,0.00,Las Nutrias, NM,237
18801,0.00,Las Palomas, NM,230
18801,0.00,La Union, NM,"1,259"
18801,0.00,Lemitar, NM,245
18801,0.00,Llano Del Medio, NM,45
18801,0.00,Loco Hills, NM,33
18801,0.00,Lordsburg, NM,"2,831"
18801,0.00,Los Cerrillos, NM,301
18801,0.00,Los Chaves, NM,"4,375"
18801,0.00,Luis Lopez, NM,265
18801,0.00,Lumberton, NM,101
18801,0.00,Lyden, NM,400
18801,0.00,Mccartys Village, NM,130
18801,0.00,Mcintosh, NM,"1,181"
18801,0.00,Madrid, NM,191
18801,0.00,Madrone, NM,710
18801,0.00,Magdalena, NM,657
18801,0.00,Manzano, NM,14
18801,0.00,Manzano Springs, NM,190
18801,0.00,Maxwell, NM,156
18801,0.00,Mesilla, NM,"2,364"
18801,0.00,Mesquite, NM,639
18801,0.00,Monterey Park, NM,"1,415"
18801,0.00,Monument, NM,244
18801,0.00,Moquino, NM,37
18801,0.00,Mora, NM,874
18801,0.00,Moriarty, NM,"2,075"
18801,0.00,Morningside, NM,468
18801,0.00,Mosquero, NM,63
18801,0.00,Mountainair, NM,"1,045"
18801,0.00,Mountain View, NM,37
18801,0.00,Nakaibito, NM,472
18801,0.00,Nambe, NM,"2,150"
18801,0.00,Napi Headquarters, NM,732
18801,0.00,Nara Visa, NM,45
18801,0.00,Navajo, NM,"2,142"
18801,0.00,Newcomb, NM,268
18801,0.00,Newkirk, NM,7
18801,0.00,Nogal, NM,80
18801,0.00,North Acomita Village, NM,248
18801,0.00,North Hurley, NM,310
18801,0.00,North Light Plant, NM,474
18801,0.00,North San Ysidro, NM,150
18801,0.00,Oasis, NM,183
18801,0.00,Ojo Amarillo, NM,768
18801,0.00,Organ, NM,116
18801,0.00,Pajarito Mesa, NM,317
18801,0.00,Paradise Hills, NM,"4,593"
18801,0.00,Paraje, NM,787
18801,0.00,Pastura, NM,7
18801,0.00,Peak Place, NM,340
18801,0.00,Pecan Park, NM,66
18801,0.00,Pecos, NM,"1,431"
18801,0.00,Pena Blanca, NM,544
18801,0.00,Penasco, NM,507
18801,0.00,Peralta, NM,"3,636"
18801,0.00,Pinehill, NM,77
18801,0.00,Pinos Altos, NM,22
18801,0.00,Placitas, NM,646
18801,0.00,Placitas CDP, NM,"5,145"
18801,0.00,Playas, NM,197
18801,0.00,Pojoaque, NM,"2,257"
18801,0.00,Polvadera, NM,535
18801,0.00,Ponderosa, NM,446
18801,0.00,Pueblito, NM,77
18801,0.00,Pueblo, NM,125
18801,0.00,Pueblo Of Sandia Village, NM,338
18801,0.00,Pueblo Pintado, NM,260
18801,0.00,Puerto De Luna, NM,166
18801,0.00,Pulpotio Bareas, NM,243
18801,0.00,Radium Springs, NM,"1,292"
18801,0.00,Ramah, NM,186
18801,0.00,Ranchos De Taos, NM,"2,285"
18801,0.00,Raton, NM,"6,627"
18801,0.00,Reserve, NM,620
18801,0.00,Ribera, NM,610
19001,0.00,Rincon, NM,52
19001,0.00,Rio En Medio, NM,239
19001,0.00,Rio Lucio, NM,385
19001,0.00,Rock Springs, NM,277
19001,0.00,Rodeo, NM,95
19001,0.00,Rodey, NM,163
19001,0.00,Rowe, NM,294
19001,0.00,Roy, NM,256
19001,0.00,Ruidoso Downs, NM,"2,722"
19001,0.00,Salem, NM,957
19001,0.00,San Acacia, NM,254
19001,0.00,San Antonio, NM,24
19001,0.00,San Antonito, NM,888
19001,0.00,San Antonito CDP, NM,87
19001,0.00,San Cristobal, NM,232
19001,0.00,Sandia Heights, NM,"3,239"
19001,0.00,Sandia Knolls, NM,"1,526"
19001,0.00,Sandia Park, NM,236
19001,0.00,San Fidel, NM,143
19001,0.00,San Jon, NM,163
19001,0.00,San Jose, NM,695
19001,0.00,San Jose CDP, NM,102
19001,0.00,San Luis, NM,59
19001,0.00,San Miguel, NM,"1,426"
19001,0.00,San Pablo, NM,"1,007"
19001,0.00,San Pedro, NM,157
19001,0.00,Santa Cruz, NM,345
19001,0.00,Santa Teresa, NM,"4,271"
19001,0.00,Santo Domingo Pueblo, NM,"2,517"
19001,0.00,San Ysidro, NM,"2,335"
19001,0.00,San Ysidro village, NM,150
19001,0.00,Sausal, NM,966
19001,0.00,Sena, NM,162
19001,0.00,Sheep Springs, NM,236
19001,0.00,Skyline-Ganipa, NM,"1,234"
19001,0.00,Soham, NM,144
19001,0.00,Sombrillo, NM,561
19001,0.00,South Acomita Village, NM,136
19001,0.00,Spencerville, NM,"1,419"
19001,0.00,Springer, NM,"1,188"
19001,0.00,Sunshine, NM,312
19001,0.00,Tajique, NM,42
19001,0.00,Taos, NM,"5,713"
19001,0.00,Taos Pueblo, NM,"1,006"
19001,0.00,Taos Ski Valley, NM,91
19001,0.00,Tecolote, NM,97
19001,0.00,Tecolotito, NM,122
19001,0.00,Tesuque, NM,867
19001,0.00,Tesuque Pueblo, NM,176
19001,0.00,Tome, NM,"1,578"
19001,0.00,Torreon, NM,409
19001,0.00,Torreon CDP, NM,369
19001,0.00,Trout Valley, NM,16
19001,0.00,Tse Bonito, NM,227
19001,0.00,Twin Lakes, NM,895
19001,0.00,Tyrone, NM,721
19001,0.00,University Park, NM,"3,179"
19001,0.00,Ute Park, NM,112
19001,0.00,Vadito, NM,279
19001,0.00,Vado, NM,"2,781"
19001,0.00,Vaughn, NM,509
19001,0.00,Veguita, NM,219
19001,0.00,Ventura, NM,285
19001,0.00,Villanueva, NM,252
19001,0.00,Virden, NM,128
19001,0.00,Wagon Mound, NM,603
19001,0.00,White Sands, NM,"1,670"
19001,0.00,Whites City, NM,118
19001,0.00,Willard, NM,194
19001,0.00,Williamsburg, NM,525
19001,0.00,Windmill, NM,55
19001,0.00,Winston, NM,61
19001,0.00,Yah-Ta-Hey, NM,407
19001,0.00,Young Place, NM,65
19001,0.00,Zuni Pueblo, NM,"9,504"
19001,0.00,Adams, NY,"1,612"
19001,0.00,Addison, NY,"1,809"
19001,0.00,Akron, NY,"2,850"
19001,0.00,Albertson, NY,"5,154"
19001,0.00,Albion, NY,"5,799"
19001,0.00,Alden, NY,"2,606"
19001,0.00,Alexander, NY,528
19001,0.00,Alfred, NY,"4,278"
19001,0.00,Almond, NY,535
19001,0.00,Altona, NY,832
19001,0.00,Ames, NY,176
19001,0.00,Angelica, NY,894
19001,0.00,Angola, NY,"1,813"
19001,0.00,Angola On The Lake, NY,"1,720"
19001,0.00,Apalachin, NY,"1,448"
19001,0.00,Ardsley, NY,"4,519"
19001,0.00,Argyle, NY,318
19001,0.00,Arkport, NY,785
19001,0.00,Arlington, NY,"4,033"
19001,0.00,Attica, NY,"2,609"
19001,0.00,Avon, NY,"3,357"
19001,0.00,Baiting Hollow, NY,"1,508"
19001,0.00,Barker, NY,705
19001,0.00,Barneveld, NY,225
19001,0.00,Baxter Estates, NY,955
19001,0.00,Bay Wood, NY,"7,681"
19001,0.00,Bedford Hills, NY,"3,146"
19001,0.00,Bellerose, NY,"1,072"
19001,0.00,Bellerose Terrace, NY,"1,975"
19001,0.00,Belle Terre, NY,834
19001,0.00,Belleville, NY,346
19001,0.00,Bemus Point, NY,212
19001,0.00,Bergen, NY,"1,305"
19001,0.00,Bethpage, NY,"16,337"
19001,0.00,Binghamton University, NY,"6,172"
19001,0.00,Blasdell, NY,"2,565"
19001,0.00,Bliss, NY,557
19001,0.00,Blodgett Mills, NY,307
19001,0.00,Holcomb, NY,"1,581"
19001,0.00,Bloomingburg, NY,453
19001,0.00,Bolivar, NY,"1,136"
19001,0.00,Brentwood, NY,"59,436"
19001,0.00,Bridgewater, NY,522
19001,0.00,Brocton, NY,"1,553"
19001,0.00,Bronxville, NY,"6,378"
19001,0.00,Brushton, NY,546
19001,0.00,Burdett, NY,332
19001,0.00,Burke, NY,166
19001,0.00,Busti, NY,514
19001,0.00,Byersville, NY,123
19001,0.00,Caledonia, NY,"2,219"
19001,0.00,Cambridge, NY,"1,602"
19001,0.00,Camden, NY,"2,398"
19001,0.00,Camillus, NY,"1,235"
19001,0.00,Campbell, NY,763
19001,0.00,Canaseraga, NY,671
19001,0.00,Candor, NY,722
19001,0.00,Canisteo, NY,"2,304"
19001,0.00,Carle Place, NY,"5,377"
19001,0.00,Castile, NY,969
19001,0.00,Castorland, NY,401
19001,0.00,Cazenovia, NY,"2,808"
19001,0.00,Cedarhurst, NY,"6,631"
19001,0.00,Centereach, NY,"32,270"
19001,0.00,Central Islip, NY,"36,233"
19001,0.00,Central Square, NY,"1,944"
19001,0.00,Chadwicks, NY,"2,087"
19001,0.00,Chappaqua, NY,"1,170"
19001,0.00,Chateaugay, NY,639
19001,0.00,Chautauqua, NY,559
19001,0.00,Cherry Creek, NY,480
19001,0.00,Chester, NY,"3,943"
19001,0.00,Chittenango, NY,"5,052"
19001,0.00,Clarence Center, NY,"2,069"
19001,0.00,Clarkson, NY,"4,546"
19001,0.00,Clifton Springs, NY,"2,293"
19001,0.00,Clinton, NY,"1,979"
19001,0.00,Cohocton, NY,"1,094"
19001,0.00,Cold Brook, NY,383
19001,0.00,Commack, NY,"35,487"
19001,0.00,Conesus Hamlet, NY,397
19001,0.00,Constableville, NY,239
19001,0.00,Coopers Plains, NY,429
19001,0.00,Copenhagen, NY,547
19001,0.00,Coram, NY,"40,637"
19001,0.00,Corfu, NY,792
19001,0.00,Cortland West, NY,"1,350"
19001,0.00,Cragsmoor, NY,658
19001,0.00,Croghan, NY,691
19001,0.00,Crown Heights, NY,"2,737"
19001,0.00,Cuba, NY,"1,648"
19001,0.00,Cumberland Head, NY,"1,578"
19001,0.00,Cumminsville, NY,135
19001,0.00,Cuylerville, NY,332
19001,0.00,Dalton, NY,363
19001,0.00,Dannemora, NY,"3,785"
19001,0.00,Dansville, NY,"4,618"
19001,0.00,Delevan, NY,"1,115"
19001,0.00,Depauville, NY,959
19001,0.00,Depew, NY,"15,262"
19001,0.00,Deruyter, NY,532
19001,0.00,Dix Hills, NY,"26,969"
19001,0.00,Dundee, NY,"1,508"
19001,0.00,Durhamville, NY,842
19001,0.00,Earlville, NY,984
19001,0.00,East Avon, NY,555
19001,0.00,East Hampton North, NY,"4,201"
19001,0.00,East Hills, NY,"7,025"
19001,0.00,East Northport, NY,"19,708"
19001,0.00,East Norwich, NY,"2,677"
19001,0.00,East Shoreham, NY,"6,636"
19001,0.00,East Syracuse, NY,"3,051"
19001,0.00,East Williston, NY,"2,569"
19001,0.00,Eatons Neck, NY,"1,374"
19001,0.00,Eden, NY,"3,214"
19001,0.00,Edmeston, NY,809
19001,0.00,Elba, NY,644
19001,0.00,Elbridge, NY,"1,001"
19001,0.00,Ellisburg, NY,271
19001,0.00,Elma Center, NY,"2,606"
19001,0.00,Elmira Heights, NY,"4,111"
19001,0.00,Elmsford, NY,"4,719"
19001,0.00,Elwood, NY,"10,833"
19001,0.00,Evans Mills, NY,477
19001,0.00,Fabius, NY,368
19201,0.00,Fairmount, NY,"10,120"
19201,0.00,Falconer, NY,"2,594"
19201,0.00,Farmingdale, NY,"8,306"
19201,0.00,Farmingville, NY,"16,097"
19201,0.00,Farnham, NY,374
19201,0.00,Fayetteville, NY,"4,342"
19201,0.00,Felts Mills, NY,290
19201,0.00,Fillmore, NY,621
19201,0.00,Flower Hill, NY,"4,741"
19201,0.00,Forestville, NY,791
19201,0.00,Fowlerville, NY,249
19201,0.00,Franklin Square, NY,"31,291"
19201,0.00,Franklinville, NY,"1,794"
19201,0.00,Fredonia, NY,"10,988"
19201,0.00,Friendship, NY,"1,138"
19201,0.00,Gainesville, NY,228
19201,0.00,Galway, NY,243
19201,0.00,Garden City South, NY,"3,985"
19201,0.00,Gardiner, NY,691
19201,0.00,Geneseo, NY,"8,043"
19201,0.00,Gilbertsville, NY,354
19201,0.00,Glen Aubrey, NY,351
19201,0.00,Glen Head, NY,"4,575"
19201,0.00,Glenwood Landing, NY,"3,955"
19201,0.00,Gorham, NY,710
19201,0.00,Goshen, NY,"5,417"
19201,0.00,Grandyle Village, NY,"4,766"
19201,0.00,Great Neck Gardens, NY,"1,119"
19201,0.00,Great Neck Plaza, NY,"6,823"
19201,0.00,Greece, NY,"14,482"
19201,0.00,Greenvale, NY,765
19201,0.00,Greenwich, NY,"1,947"
19201,0.00,Greigsville, NY,239
19201,0.00,Groveland Station, NY,280
19201,0.00,Hall, NY,176
19201,0.00,Hamburg, NY,"9,482"
19201,0.00,Hamlin, NY,"5,508"
19201,0.00,Hammond, NY,377
19201,0.00,Hannibal, NY,632
19201,0.00,Harris Hill, NY,"5,380"
19201,0.00,Hartsdale, NY,"5,346"
19201,0.00,Hartwick, NY,583
19201,0.00,Hawthorne, NY,"4,545"
19201,0.00,Hemlock, NY,483
19201,0.00,Henderson, NY,184
19201,0.00,Hermon, NY,393
19201,0.00,Herricks, NY,"4,309"
19201,0.00,High Falls, NY,738
19201,0.00,Hillcrest, NY,"7,566"
19201,0.00,Hilton, NY,"5,954"
19201,0.00,Holbrook, NY,"27,765"
19201,0.00,Holland, NY,"1,253"
19201,0.00,Holley, NY,"2,011"
19201,0.00,Holtsville, NY,"20,054"
19201,0.00,Honeoye, NY,631
19201,0.00,Hoosick Falls, NY,"3,459"
19201,0.00,Hornell, NY,"8,508"
19201,0.00,Hortonville, NY,322
19201,0.00,Hunt, NY,62
19201,0.00,Interlaken, NY,638
19201,0.00,Islandia, NY,"3,346"
19201,0.00,Island Park, NY,"4,686"
19201,0.00,Islip Terrace, NY,"5,132"
19201,0.00,Jamestown West, NY,"2,146"
19201,0.00,Jordan, NY,"1,390"
19201,0.00,Kaser, NY,"4,919"
19201,0.00,Kenmore, NY,"15,334"
19201,0.00,Kennedy, NY,466
19201,0.00,Kensington, NY,"1,116"
19201,0.00,Kinderhook, NY,"1,463"
19201,0.00,Kysorville, NY,150
19201,0.00,Lake Erie Beach, NY,"4,068"
19201,0.00,Lake George, NY,932
19201,0.00,Lakeland, NY,"2,580"
19201,0.00,Lakeville, NY,"1,097"
19201,0.00,Lakewood, NY,"2,978"
19201,0.00,Laurens, NY,237
19201,0.00,Leicester, NY,498
19201,0.00,Lima, NY,"2,487"
19201,0.00,Linwood, NY,64
19201,0.00,Lisle, NY,266
19201,0.00,Little Valley, NY,"1,203"
19201,0.00,Liverpool, NY,"2,240"
19201,0.00,Livonia, NY,"1,322"
19201,0.00,Livonia Center, NY,300
19201,0.00,Lorraine, NY,123
19201,0.00,Lowville, NY,"3,646"
19201,0.00,Lynbrook, NY,"19,517"
19201,0.00,Lyncourt, NY,"4,267"
19201,0.00,Lyndonville, NY,797
19201,0.00,Lyon Mountain, NY,342
19201,0.00,Mcgraw, NY,"1,097"
19201,0.00,Madison, NY,299
19201,0.00,Malden On Hudson, NY,417
19201,0.00,Malverne, NY,"8,544"
19201,0.00,Malverne Park Oaks, NY,476
19201,0.00,Manchester, NY,"1,691"
19201,0.00,Manhasset Hills, NY,"3,697"
19201,0.00,Marcellus, NY,"1,700"
19201,0.00,Mattydale, NY,"6,741"
19201,0.00,Medford, NY,"24,535"
19201,0.00,Meridian, NY,267
19201,0.00,Merritt Park, NY,"1,446"
19201,0.00,Mexico, NY,"1,765"
19201,0.00,Middleburgh, NY,"1,458"
19201,0.00,Middleport, NY,"1,706"
19201,0.00,Milford, NY,420
19201,0.00,Miller Place, NY,"11,783"
19201,0.00,Millport, NY,398
19201,0.00,Mineola, NY,"18,918"
19201,0.00,Minoa, NY,"3,492"
19201,0.00,Morrisville, NY,"2,053"
19201,0.00,Mount Ivy, NY,"6,926"
19201,0.00,Mount Morris, NY,"2,610"
19201,0.00,Munnsville, NY,473
19201,0.00,Munsey Park, NY,"2,712"
19201,0.00,Muttontown, NY,"3,581"
19201,0.00,Naples, NY,"1,187"
19201,0.00,Nassau, NY,"1,103"
19201,0.00,Natural Bridge, NY,734
19201,0.00,Nedrow, NY,"2,267"
19201,0.00,Newark Valley, NY,"1,093"
19201,0.00,New Berlin, NY,"1,240"
19201,0.00,New Cassel, NY,"13,988"
19201,0.00,Newfane, NY,"3,600"
19201,0.00,New Hartford, NY,"1,767"
19201,0.00,New Hyde Park, NY,"9,764"
19201,0.00,New Square, NY,"7,328"
19201,0.00,New York Mills, NY,"3,001"
19201,0.00,Nichols, NY,484
19201,0.00,Niskayuna, NY,"4,859"
19201,0.00,North Amityville, NY,"19,608"
19201,0.00,North Bay Shore, NY,"19,995"
19201,0.00,North Bellmore, NY,"20,483"
19201,0.00,North Bellport, NY,"11,680"
19201,0.00,North Boston, NY,"2,487"
19201,0.00,North Collins, NY,"1,284"
19201,0.00,North Haven, NY,924
19201,0.00,North Hills, NY,"5,122"
19201,0.00,North Hornell, NY,748
19201,0.00,North Lindenhurst, NY,"11,334"
19201,0.00,North Lynbrook, NY,556
19201,0.00,North Rose, NY,694
19201,0.00,North Syracuse, NY,"6,659"
19201,0.00,Norwich, NY,"7,080"
19201,0.00,Nunda, NY,"1,479"
19201,0.00,Oakfield, NY,"1,797"
19201,0.00,Ocean Beach, NY,59
19201,0.00,Odessa, NY,666
19201,0.00,Old Westbury, NY,"4,599"
19201,0.00,Oneida Castle, NY,698
19201,0.00,Ontario, NY,"2,188"
19201,0.00,Orangeburg, NY,"4,129"
19201,0.00,Oriskany, NY,"1,263"
19201,0.00,Oriskany Falls, NY,836
19201,0.00,Otego, NY,"1,179"
19201,0.00,Otisville, NY,"1,245"
19201,0.00,Ovid, NY,620
19201,0.00,Oxbow, NY,85
19201,0.00,Oxford, NY,"1,565"
19201,0.00,Palmyra, NY,"3,473"
19201,0.00,Pamelia Center, NY,294
19201,0.00,Parc, NY,175
19201,0.00,Parish, NY,529
19201,0.00,Pavilion, NY,517
19201,0.00,Peru, NY,"1,233"
19201,0.00,Phelps, NY,"2,008"
19201,0.00,Philadelphia, NY,"1,138"
19201,0.00,Phoenicia, NY,305
19201,0.00,Piffard, NY,190
19201,0.00,Plainedge, NY,"9,234"
19201,0.00,Plessis, NY,116
19201,0.00,Point Lookout, NY,"1,246"
19201,0.00,Pomona, NY,"3,060"
19201,0.00,Port Jefferson Station, NY,"8,828"
19201,0.00,Portville, NY,"1,135"
19201,0.00,Prattsburgh, NY,800
19201,0.00,Prattsville, NY,279
19201,0.00,Preston-Potter Hollow, NY,354
19201,0.00,Prospect, NY,232
19201,0.00,Ransomville, NY,"1,421"
19201,0.00,Rapids, NY,"1,648"
19201,0.00,Remsen, NY,534
19201,0.00,Retsof, NY,225
19201,0.00,Richburg, NY,670
19201,0.00,Richfield Springs, NY,"1,193"
19201,0.00,Richmondville, NY,996
19201,0.00,Richville, NY,413
19201,0.00,Rifton, NY,873
19201,0.00,Ripley, NY,826
19201,0.00,Rocky Point, NY,"14,145"
19201,0.00,Rodman, NY,246
19201,0.00,Romulus, NY,619
19201,0.00,Roslyn Estates, NY,"1,194"
19201,0.00,Roslyn Heights, NY,"7,243"
19201,0.00,Rushford, NY,307
19201,0.00,Rushville, NY,692
19201,0.00,Russell Gardens, NY,880
19201,0.00,Saddle Rock Estates, NY,387
19201,0.00,Saint Regis Falls, NY,384
19401,0.00,Salem, NY,833
19401,0.00,Sanborn, NY,"1,235"
19401,0.00,Sandy Creek, NY,799
19401,0.00,Savannah, NY,426
19401,0.00,Savona, NY,748
19401,0.00,Schenevus, NY,361
19401,0.00,Scio, NY,460
19401,0.00,Scottsburg, NY,118
19401,0.00,Scotts Corners, NY,740
19401,0.00,Searingtown, NY,"4,495"
19401,0.00,Selden, NY,"20,390"
19401,0.00,Seneca Knolls, NY,"1,936"
19401,0.00,Sharon Springs, NY,477
19401,0.00,Sherburne, NY,"1,371"
19401,0.00,Sherman, NY,701
19401,0.00,Sherrill, NY,"3,072"
19401,0.00,Shokan, NY,941
19401,0.00,Shoreham, NY,468
19401,0.00,Shortsville, NY,"1,387"
19401,0.00,Silver Creek, NY,"2,607"
19401,0.00,Sinclairville, NY,587
19401,0.00,Smithville Flats, NY,530
19401,0.00,Smyrna, NY,183
19401,0.00,Sodus, NY,"2,226"
19401,0.00,Solvay, NY,"6,514"
19401,0.00,Sound Beach, NY,"7,480"
19401,0.00,South Corning, NY,"1,029"
19401,0.00,South Dayton, NY,816
19401,0.00,South Floral Park, NY,"2,017"
19401,0.00,South Hempstead, NY,"3,181"
19401,0.00,South Huntington, NY,"9,462"
19401,0.00,South Lima, NY,229
19401,0.00,South Valley Stream, NY,"6,293"
19401,0.00,Sparkill, NY,"1,439"
19401,0.00,Springwater Hamlet, NY,520
19401,0.00,Stannards, NY,912
19401,0.00,Stewart Manor, NY,"2,112"
19401,0.00,Stony Brook University, NY,"8,997"
19401,0.00,Strykersville, NY,621
19401,0.00,Syosset, NY,"18,872"
19401,0.00,Terryville, NY,"11,686"
19401,0.00,Thomaston, NY,"2,630"
19401,0.00,Thornwood, NY,"4,248"
19401,0.00,Thousand Island Park, NY,78
19401,0.00,Three Mile Bay, NY,182
19401,0.00,Tuckahoe village, NY,"6,559"
19401,0.00,Tully, NY,"1,037"
19401,0.00,Turin, NY,137
19401,0.00,Tuscarora, NY,74
19401,0.00,Uniondale, NY,"24,787"
19401,0.00,Unionville, NY,613
19401,0.00,University Gardens, NY,"4,059"
19401,0.00,Upper Brookville, NY,"1,447"
19401,0.00,Vails Gate, NY,"3,477"
19401,0.00,Valhalla, NY,"3,219"
19401,0.00,Verona, NY,576
19401,0.00,Victor, NY,"2,798"
19401,0.00,Victory Village, NY,499
19401,0.00,Wadsworth, NY,218
19401,0.00,Wallkill, NY,"2,254"
19401,0.00,Wanakah, NY,"3,107"
19401,0.00,Warsaw, NY,"3,591"
19401,0.00,Washington Mills, NY,"1,191"
19401,0.00,Watchtower, NY,"2,566"
19401,0.00,Waterville, NY,"1,618"
19401,0.00,Websters Crossing, NY,11
19401,0.00,Weedsport, NY,"1,910"
19401,0.00,Wellsville, NY,"4,621"
19401,0.00,Westbury, NY,"15,201"
19401,0.00,West Chazy, NY,893
19401,0.00,Westfield, NY,"3,571"
