Rank,AQI,City,State,Population
3601,49.8,Cascade, VA,0
3601,49.8,Asharoken, NY,552
3601,49.8,Charlotte, NC,"774,807"
3601,49.8,Norman, NC,149
3601,49.8,Amesville, OH,153
3601,49.8,Brooklyn, OH,"11,047"
3601,49.8,Chauncey, OH,"1,258"
3601,49.8,Chesterhill, OH,319
3601,49.8,Corning, OH,641
3601,49.8,East Liberty, OH,238
3601,49.8,Fairview Park, OH,"16,625"
3601,49.8,Glouster, OH,"1,745"
3601,49.8,Jacksonville, OH,611
3601,49.8,Lake Tomahawk, OH,640
3601,49.8,Lakewood, OH,"51,434"
3601,49.8,Linndale, OH,190
3601,49.8,Milford Center, OH,771
3601,49.8,Raymond, OH,77
3601,49.8,Rocky River, OH,"20,145"
3601,49.8,South Charleston, OH,"1,785"
3601,49.8,South Vienna, OH,363
3601,49.8,The Plains, OH,"3,030"
3601,49.8,Trimble, OH,413
3601,49.8,West Mansfield, OH,732
3601,49.8,Flower Mound, TX,"67,630"
3601,49.8,Amalga, UT,527
3601,49.8,Cache, UT,38
3601,49.8,Flaming Gorge, UT,60
3601,49.8,Newton, UT,810
3601,49.8,Peter, UT,432
3601,49.8,Smithfield, UT,"10,233"
3601,49.8,Wallsburg, UT,331
3601,49.8,Auburn, WV,126
3601,49.8,Boaz, WV,"1,400"
3601,49.8,Campbellsburg, KY,766
3601,49.8,Eminence, KY,"2,505"
3601,49.8,New Castle, KY,"1,117"
3601,49.8,Smithfield, KY,66
3601,49.8,Dowagiac, MI,"5,822"
3601,49.8,East Ellijay, GA,997
3601,49.8,Ellijay, GA,"1,579"
3601,49.8,Lafayette, GA,"7,105"
3601,49.8,Thomson, GA,"6,682"
3601,49.8,Wrens, GA,"2,587"
3601,49.8,Bensenville, IL,"18,457"
3601,49.8,Caseyville, IL,"4,080"
3601,49.8,Harwood Heights, IL,"8,656"
3601,49.8,Lebanon, IL,"3,998"
3601,49.8,Mascoutah, IL,"7,675"
3601,49.8,Norridge, IL,"14,713"
3601,49.8,O Fallon, IL,"29,100"
3601,49.8,Schiller Park, IL,"11,842"
3601,49.8,Scott, IL,"3,314"
3601,49.8,Summerfield, IL,576
3601,49.8,New Market, IN,640
3601,49.8,Ider, AL,"1,033"
3601,49.8,Sylvania, AL,"1,979"
3601,49.8,Valley Head, AL,642
3601,49.8,Bagdad, AZ,"1,932"
3601,49.8,Clifton, CO,"20,262"
3601,49.8,Erie, CO,"19,305"
3601,49.8,Fruita, CO,"12,702"
3601,49.8,Fruitvale, CO,"8,422"
3601,49.8,Grand Junction, CO,"59,731"
3601,49.8,Loma, CO,"1,442"
3601,49.8,Orchard Mesa, CO,"6,272"
3601,49.8,Palisade, CO,"2,635"
3601,49.8,Redlands, CO,"9,546"
3601,49.8,Saint Marys, CO,113
3601,49.8,Bridgeport, CT,"146,680"
3601,49.8,Darien, CT,"21,190"
3601,49.8,Stamford, CT,"125,401"
3601,49.8,Stratford, CT,"52,092"
3601,49.8,Trumbull, CT,"36,444"
3707,49.7,Broomtown, AL,104
3707,49.7,Cusseta, AL,133
3707,49.7,Gaylesville, AL,153
3707,49.7,Huguley, AL,"2,449"
3707,49.7,Hurtsboro, AL,494
3707,49.7,Ladonia, AL,"2,947"
3707,49.7,Lanett, AL,"6,455"
3707,49.7,Midway, AL,436
3707,49.7,Phenix City, AL,"35,753"
3707,49.7,Sterrett, AL,622
3707,49.7,Valley, AL,"9,456"
3707,49.7,Vandiver, AL,"1,090"
3707,49.7,Vincent, AL,"1,850"
3707,49.7,West Jefferson, AL,494
3707,49.7,Westover, AL,"1,104"
3707,49.7,Forbestown, CA,450
3707,49.7,Lee Vining, CA,234
3707,49.7,Robinson Mill, CA,80
3707,49.7,Grasonville, MD,"3,379"
3707,49.7,Kent Narrows, MD,436
3707,49.7,Queenstown, MD,689
3707,49.7,Saint Michaels, MD,"1,061"
3707,49.7,Pelham, NC,0
3707,49.7,Maspeth, NY,0
3707,49.7,Sunnyside, NY,0
3707,49.7,Derwent, OH,0
3707,49.7,Acme, PA,0
3707,49.7,Alverton, PA,0
3707,49.7,Glenmoore, PA,0
3707,49.7,Indian Head, PA,0
3707,49.7,Lyndora, PA,0
3707,49.7,Melcroft, PA,0
3707,49.7,Mill Run, PA,0
3707,49.7,Normalville, PA,0
3707,49.7,Ruffs Dale, PA,0
3707,49.7,Tarrs, PA,0
3707,49.7,White, PA,0
3707,49.7,Lake Powell, UT,0
3707,49.7,Bear River, WY,730
3707,49.7,Hatchechubbee, AL,0
3707,49.7,Seale, AL,0
3707,49.7,Feather Falls, CA,0
3707,49.7,Bedrock, CO,0
3707,49.7,Paradox, CO,0
3707,49.7,Gough, GA,0
3707,49.7,Stendal, IN,0
3707,49.7,Masonic Home, KY,0
3707,49.7,Bozman, MD,0
3707,49.7,Claiborne, MD,0
3707,49.7,Mcdaniel, MD,0
3707,49.7,Neavitt, MD,0
3707,49.7,Wittman, MD,0
3707,49.7,Bear Rocks, PA,968
3707,49.7,Brentwood, PA,"9,625"
3707,49.7,Campbelltown, PA,"3,978"
3707,49.7,Elizabethtown, PA,"11,602"
3707,49.7,Everson, PA,752
3707,49.7,Falmouth, PA,334
3707,49.7,Hershey, PA,"14,172"
3707,49.7,Homeacre-Lyndora, PA,"6,966"
3707,49.7,Hunker, PA,331
3707,49.7,Mount Pleasant, PA,"4,431"
3707,49.7,Palmdale, PA,"1,343"
3707,49.7,Palmyra, PA,"7,399"
3707,49.7,Scottdale, PA,"4,336"
3707,49.7,Bartonville, TX,"1,879"
3707,49.7,Corral City, TX,31
3707,49.7,Haslet, TX,"1,529"
3707,49.7,Blanding, UT,"3,478"
3707,49.7,Castle Valley, UT,380
3707,49.7,Halls Crossing, UT,6
3707,49.7,Lindon, UT,"10,434"
3707,49.7,Moab, UT,"5,105"
3707,49.7,Monticello, UT,"2,325"
3707,49.7,Randolph, UT,578
3707,49.7,Spanish Valley, UT,308
3707,49.7,Vineyard, UT,421
3707,49.7,Woodruff, UT,332
3707,49.7,Barboursville, WV,"4,075"
3707,49.7,Lesage, WV,"1,587"
3707,49.7,Littleton, WV,172
3707,49.7,Pea Ridge, WV,"6,321"
3707,49.7,Pennsboro, WV,"1,244"
3707,49.7,Waverly, WV,234
3707,49.7,Williamstown, WV,"2,919"
3707,49.7,Ruffin, NC,384
3707,49.7,Tryon, NC,"1,681"
3707,49.7,Athalia, OH,356
3707,49.7,Athens, OH,"24,151"
3707,49.7,Beverly, OH,"1,072"
3707,49.7,Broadview Heights, OH,"19,309"
3707,49.7,Buffalo, OH,304
3707,49.7,Caldwell, OH,"1,577"
3707,49.7,Centerville, OH,"23,986"
3801,49.7,Gann Village, OH,164
3801,49.7,Lower Salem, OH,40
3801,49.7,Marietta, OH,"14,029"
3801,49.7,Mutual, OH,132
3801,49.7,New Lebanon, OH,"4,021"
3801,49.7,New Vienna, OH,"1,475"
3801,49.7,Owensville, OH,890
3801,49.7,Pleasant City, OH,446
3801,49.7,Sarahsville, OH,168
3801,49.7,Summerfield, OH,235
3801,49.7,Wilmington, OH,"12,424"
3801,49.7,Crawford, GA,840
3801,49.7,Hull, GA,178
3801,49.7,Keysville, GA,292
3801,49.7,Matthews, GA,277
3801,49.7,Nicholson, GA,"1,425"
3801,49.7,Crossville, IL,656
3801,49.7,Maunie, IL,102
3801,49.7,Hobart, IN,"29,136"
3801,49.7,New Chicago, IN,"1,954"
3801,49.7,Spurgeon, IN,163
3801,49.7,Ona, WV,0
3801,49.7,Glenwood, WV,0
3824,49.6,Hebron, TX,581
3824,49.6,Plano, TX,"271,166"
3824,49.6,La Sal, UT,317
3824,49.6,Chatmoss, VA,"1,535"
3824,49.6,Cluster Springs, VA,745
3824,49.6,Ridgeway, VA,829
3824,49.6,Riverdale, VA,"1,361"
3824,49.6,Sandy Level, VA,395
3824,49.6,Pullman, WV,195
3824,49.6,Cedar Brook, NJ,0
3824,49.6,Croton, OH,0
3824,49.6,Mount Liberty, OH,0
3824,49.6,Sedalia, OH,0
3824,49.6,Shauck, OH,0
3824,49.6,Westville, OH,0
3824,49.6,Aleppo, PA,0
3824,49.6,Champion, PA,0
3824,49.6,Home, PA,0
3824,49.6,Markleton, PA,0
3824,49.6,Salina, PA,0
3824,49.6,Stahlstown, PA,0
3824,49.6,Bath, SC,0
3824,49.6,Axton, VA,0
3824,49.6,Argo, AL,"4,127"
3824,49.6,Bon Air, AL,117
3824,49.6,Center Point, AL,"16,876"
3824,49.6,Childersburg, AL,"5,117"
3824,49.6,Clay, AL,"9,699"
3824,49.6,Grayson Valley, AL,"5,090"
3824,49.6,Harpersville, AL,"1,836"
3824,49.6,Pinson, AL,"7,141"
3824,49.6,Springville, AL,"4,140"
3824,49.6,Stevenson, AL,"2,739"
3824,49.6,Trussville, AL,"20,229"
3824,49.6,Fountain Hills, AZ,"23,051"
3824,49.6,Lake Los Angeles, CA,"11,948"
3824,49.6,North Shore, CA,"3,184"
3824,49.6,Paragon Estates, CO,768
3824,49.6,Rollinsville, CO,64
3824,49.6,North Star, DE,"7,655"
3824,49.6,Brooks, KY,"2,964"
3824,49.6,Doe Valley, KY,"1,739"
3824,49.6,Fox Chase, KY,439
3824,49.6,Hebron Estates, KY,"1,103"
3824,49.6,Hillview, KY,"7,785"
3824,49.6,Hunters Hollow, KY,366
3824,49.6,Lynnview, KY,881
3824,49.6,Pioneer Village, KY,"2,740"
3824,49.6,Poplar Hills, KY,366
3824,49.6,West Point, KY,901
3824,49.6,Riviera Beach, MD,"12,811"
3824,49.6,Tilghman Island, MD,971
3824,49.6,Benton Harbor, MI,"10,056"
3824,49.6,Benton Heights, MI,"4,467"
3824,49.6,Berrien Springs, MI,"1,338"
3824,49.6,Eau Claire, MI,569
3824,49.6,Fair Plain, MI,"8,043"
3824,49.6,Lake Michigan Beach, MI,"1,153"
3824,49.6,Saint Joseph, MI,"8,310"
3824,49.6,Shoreham, MI,832
3824,49.6,Avonmore, PA,961
3824,49.6,Casselman, PA,86
3824,49.6,Collinsburg, PA,"1,138"
3824,49.6,Creekside, PA,365
3824,49.6,Derry, PA,"2,649"
3824,49.6,New Alexandria, PA,579
3824,49.6,Oxford, PA,"5,100"
3824,49.6,Saltsburg, PA,768
3824,49.6,Seven Springs, PA,16
3824,49.6,Shanor-Northvue, PA,"5,156"
3824,49.6,Slickville, PA,354
3824,49.6,Belvedere, SC,"5,504"
3824,49.6,Burnettown, SC,"2,742"
3824,49.6,Clarks Hill, SC,240
3824,49.6,Clearwater, SC,"4,470"
3824,49.6,Langley, SC,"1,118"
3824,49.6,North Augusta, SC,"21,832"
3824,49.6,Cowan, TN,"1,439"
3824,49.6,Allen, TX,"89,845"
3824,49.6,Palmerdale, AL,0
3824,49.6,Pinecliffe, CO,0
3824,49.6,Centerbrook, CT,0
3824,49.6,Appling, GA,594
3824,49.6,Augusta, GA,0
3824,49.6,Gracewood, GA,0
3824,49.6,Springfield, ID,0
3824,49.6,Coxs Creek, KY,0
3824,49.6,Sherwood, MD,0
3824,49.6,Tilghman, MD,0
3824,49.6,Covert, MI,0
3824,49.6,Riverside, MI,0
3824,49.6,Sodus, MI,0
3824,49.6,Augusta-Richmond County Consolidated Government, GA,"196,551"
3824,49.6,Avera, GA,306
3824,49.6,Bartow, GA,301
3824,49.6,Blythe, GA,691
3824,49.6,Camak, GA,156
3824,49.6,Dearing, GA,597
3824,49.6,Edgehill, GA,18
3824,49.6,Evans, GA,"32,591"
3824,49.6,Gibson, GA,623
3824,49.6,Grovetown, GA,"12,179"
3824,49.6,Harlem, GA,"2,795"
3824,49.6,Hephzibah, GA,"4,026"
3824,49.6,Louisville, GA,"2,705"
3824,49.6,Martinez, GA,"36,190"
3824,49.6,Norwood, GA,403
3824,49.6,Stapleton, GA,420
3824,49.6,Vidette, GA,117
3824,49.6,Wadley, GA,"2,013"
3824,49.6,Warrenton, GA,"1,994"
3824,49.6,Aberdeen, ID,"2,047"
3824,49.6,Arbon Valley, ID,730
3824,49.6,Arco, ID,"1,018"
3824,49.6,Lynnville, IN,"1,011"
3824,49.6,Candor, NC,775
3824,49.6,Casar, NC,306
3824,49.6,Cherryville, NC,"5,826"
3824,49.6,Dellview, NC,5
3824,49.6,Eden, NC,"15,543"
3824,49.6,Murphy, NC,"2,100"
3824,49.6,Reidsville, NC,"14,249"
3824,49.6,Rougemont, NC,876
3824,49.6,Roxboro, NC,"8,330"
3824,49.6,Ruth, NC,416
3824,49.6,Spindale, NC,"4,296"
3824,49.6,Stokesdale, NC,"5,177"
3824,49.6,Waco, NC,294
3824,49.6,Wentworth, NC,"2,782"
3824,49.6,Antioch, OH,119
3824,49.6,Bladensburg, OH,155
3824,49.6,Buchtel, OH,524
3824,49.6,Caledonia, OH,742
3824,49.6,Cardington, OH,"2,192"
3824,49.6,Centerburg, OH,"1,854"
3824,49.6,Cumberland, OH,367
3824,49.6,Frazeysburg, OH,"1,629"
3824,49.6,Gambier, OH,"2,266"
3824,49.6,Green Camp, OH,326
3824,49.6,Hartford Village, OH,505
3824,49.6,Johnstown, OH,"5,154"
3824,49.6,La Rue, OH,606
3824,49.6,Loudonville, OH,"2,777"
3824,49.6,Mcconnelsville, OH,"1,889"
3824,49.6,Marengo, OH,291
3824,49.6,Marne, OH,668
3824,49.6,Marseilles, OH,156
3824,49.6,Martinsburg, OH,229
3824,49.6,Midway, OH,227
3824,49.6,Morral, OH,477
3824,49.6,Murray City, OH,399
3824,49.6,Stockport, OH,518
3824,49.6,Sunbury, OH,"4,639"
3824,49.6,Urbana, OH,"11,587"
3824,49.6,Waterford, OH,364
3824,49.6,Wooster, OH,"26,353"
3980,49.5,Cliffside, NC,338
3980,49.5,Connelly Springs, NC,"1,643"
3980,49.5,Henrietta, NC,509
3980,49.5,Hildebran, NC,"2,006"
3980,49.5,Icard, NC,"3,194"
3980,49.5,Kingstown, NC,726
3980,49.5,Longview, NC,"4,966"
3980,49.5,Midway, NC,"4,717"
3980,49.5,Pineville, NC,"7,855"
3980,49.5,Rhodhiss, NC,988
3980,49.5,Rutherford College, NC,"1,092"
3980,49.5,Valdese, NC,"4,468"
3980,49.5,Yanceyville, NC,"2,025"
3980,49.5,Apple Valley, OH,"5,465"
3980,49.5,Ashley, OH,"1,152"
3980,49.5,Bowersville, OH,291
3980,49.5,Candlewood Lake, OH,"1,176"
3980,49.5,Chesterville, OH,216
3980,49.5,De Graff, OH,"1,468"
3980,49.5,Edison, OH,399
3980,49.5,Fredericktown, OH,"2,487"
4001,49.5,Fulton, OH,276
4001,49.5,Gahanna, OH,"33,786"
4001,49.5,Galena, OH,820
4001,49.5,Hanover, OH,"1,045"
4001,49.5,Harpster, OH,225
4001,49.5,Howard, OH,197
4001,49.5,Iberia, OH,421
4001,49.5,Jackson, OH,"6,343"
4001,49.5,Jamestown, OH,"1,852"
4001,49.5,Kilbourne, OH,138
4001,49.5,Little Hocking, OH,253
4001,49.5,Marion, OH,"36,791"
4001,49.5,Mount Gilead, OH,"3,583"
4001,49.5,Mount Vernon, OH,"16,919"
4001,49.5,Nelsonville, OH,"5,596"
4001,49.5,New Albany, OH,"8,169"
4001,49.5,New Bloomington, OH,422
4001,49.5,Port William, OH,290
4001,49.5,Prospect, OH,"1,113"
4001,49.5,Sabina, OH,"2,327"
4001,49.5,Saint Louisville, OH,364
4001,49.5,Shawnee Hills CDP, OH,"2,251"
4001,49.5,Sparta, OH,135
4001,49.5,Spring Valley, OH,474
4001,49.5,Utica, OH,"2,388"
4001,49.5,Valley Hi, OH,302
4001,49.5,Waldo, OH,356
4001,49.5,West Liberty, OH,"1,695"
4001,49.5,Zanesfield, OH,288
4001,49.5,Benson, PA,212
4001,49.5,Boswell, PA,"1,317"
4001,49.5,Cairnbrook, PA,477
4001,49.5,Central City, PA,"1,000"
4001,49.5,Elderton, PA,295
4001,49.5,Hooversville, PA,651
4001,49.5,Jennerstown, PA,681
4001,49.5,Jerome, PA,"1,055"
4001,49.5,Laurel Mountain Park, PA,197
4001,49.5,North Vandergrift, PA,453
4001,49.5,Oakmont, PA,"6,358"
4001,49.5,Paris, PA,781
4001,49.5,Stewartstown, PA,"2,130"
4001,49.5,Landrum, SC,"2,597"
4001,49.5,Tracy City, TN,"1,697"
4001,49.5,Connellys Springs, NC,0
4001,49.5,Harris, NC,0
4001,49.5,Providence, NC,0
4001,49.5,Sapphire, NC,0
4001,49.5,Atco, NJ,0
4001,49.5,Medford, NJ,0
4001,49.5,Waterford Works, NJ,0
4001,49.5,West Berlin, NJ,0
4001,49.5,Homer, OH,0
4001,49.5,Martel, OH,0
4001,49.5,Mingo, OH,0
4001,49.5,Reesville, OH,0
4001,49.5,Clarksburg, PA,0
4001,49.5,Hollsopple, PA,0
4001,49.5,Jones Mills, PA,0
4001,49.5,Laughlintown, PA,0
4001,49.5,Mendenhall, PA,0
4001,49.5,New Park, PA,0
4001,49.5,Seanor, PA,0
4001,49.5,Spring Church, PA,0
4001,49.5,West Lebanon, PA,0
4001,49.5,Cisco, UT,0
4001,49.5,Buffalo Junction, VA,0
4001,49.5,Nelson, VA,0
4001,49.5,Ringgold, VA,0
4001,49.5,Skipwith, VA,0
4001,49.5,Mineral Wells, WV,0
4001,49.5,Copen, WV,0
4001,49.5,Rockport, WV,0
4001,49.5,Palestine, WV,0
4001,49.5,Orlando, WV,0
4001,49.5,Belleville, WV,0
4001,49.5,Le Roy, WV,0
4001,49.5,Frisco, TX,"130,499"
4001,49.5,Roanoke, TX,"6,488"
4001,49.5,Trophy Club, TX,"9,451"
4001,49.5,Valley View, TX,"1,027"
4001,49.5,Westlake, TX,"1,171"
4001,49.5,Cove, UT,416
4001,49.5,Lewiston, UT,"1,978"
4001,49.5,Richmond, UT,"2,509"
4001,49.5,Trenton, UT,519
4001,49.5,Clarksville, VA,"1,226"
4001,49.5,Danville, VA,"42,704"
4001,49.5,Mount Hermon, VA,"4,164"
4001,49.5,Blennerhassett, WV,"2,893"
4001,49.5,Burnsville, WV,523
4001,49.5,Elizabeth, WV,876
4001,49.5,Lubeck, WV,"1,304"
4001,49.5,Mineralwells, WV,"1,441"
4001,49.5,Newell, WV,"1,156"
4001,49.5,Parkersburg, WV,"31,195"
4001,49.5,Sand Fork, WV,191
4001,49.5,Washington, WV,"1,380"
4001,49.5,Beechwood Village, KY,"1,321"
4001,49.5,Bellewood, KY,362
4001,49.5,Brownsboro Village, KY,303
4001,49.5,Cambridge, KY,171
4001,49.5,Druid Hills, KY,386
4001,49.5,Forest Hills, KY,468
4001,49.5,Houston Acres, KY,470
4001,49.5,Hurstbourne, KY,"4,280"
4001,49.5,Hurstbourne Acres, KY,"1,611"
4001,49.5,Jeffersontown, KY,"26,862"
4001,49.5,Kingsley, KY,359
4001,49.5,Lincolnshire, KY,126
4001,49.5,Maryhill Estates, KY,159
4001,49.5,Meadowview Estates, KY,376
4001,49.5,Norbourne Estates, KY,448
4001,49.5,Norwood, KY,300
4001,49.5,Richlawn, KY,425
4001,49.5,Saint Matthews, KY,"17,686"
4001,49.5,Saint Regis Park, KY,"1,551"
4001,49.5,Seneca Gardens, KY,622
4001,49.5,Shepherdsville, KY,"11,573"
4001,49.5,Strathmoor Manor, KY,349
4001,49.5,Strathmoor Village, KY,687
4001,49.5,Wellington, KY,569
4001,49.5,Cedarville, MD,610
4001,49.5,Fallston, MD,"9,056"
4001,49.5,Decatur, MI,"2,095"
4001,49.5,Hammondville, AL,599
4001,49.5,Henagar, AL,"2,308"
4001,49.5,Hueytown, AL,"15,956"
4001,49.5,Sun Lakes, AZ,"13,885"
4001,49.5,Diablo Grande, CA,"1,083"
4001,49.5,Bark Ranch, CO,336
4001,49.5,Mead, CO,"3,781"
4001,49.5,Naturita, CO,399
4001,49.5,La Grange, GA,"30,138"
4001,49.5,Thomaston, GA,"9,068"
4001,49.5,Warm Springs, GA,586
4001,49.5,White Plains, GA,219
4001,49.5,Bloomington, ID,196
4001,49.5,Franklin, ID,760
4001,49.5,Georgetown, ID,455
4001,49.5,Inkom, ID,930
4001,49.5,Paris, ID,476
4001,49.5,Saint Charles, ID,94
4001,49.5,Alton, IN,40
4001,49.5,Chandler, IN,"3,236"
4001,49.5,Fredericksburg, IN,70
4001,49.5,Berlin, NJ,"7,587"
4001,49.5,Chesilhurst, NJ,"1,675"
4001,49.5,Clayton, NJ,"8,225"
4001,49.5,Medford Lakes, NJ,"4,138"
4001,49.5,Pine Hill, NJ,"10,383"
4001,49.5,Pine Valley, NJ,2
4001,49.5,Williamstown, NJ,"15,425"
4001,49.5,Granger, WY,206
4001,49.5,Dingle, ID,0
4001,49.5,Fish Haven, ID,0
4001,49.5,Branchville, IN,0
4001,49.5,Derby, IN,0
4001,49.5,Grantsburg, IN,0
4001,49.5,Leopold, IN,0
4001,49.5,Saint Croix, IN,0
4001,49.5,Sulphur, IN,0
4001,49.5,Louisville, KY,"256,231"
4001,49.5,Fork, MD,0
4165,49.5,Cottonton, AL,0
4165,49.5,Fort Mitchell, AL,0
4165,49.5,Holy Trinity, AL,0
4165,49.5,Pittsview, AL,0
4165,49.5,Cataula, GA,0
4165,49.5,Ellerslie, GA,0
4165,49.5,Fortson, GA,0
4165,49.5,Lagrange, GA,0
4165,49.5,Louvale, GA,0
4165,49.5,Morris, GA,0
4165,49.5,Omaha, GA,0
4165,49.5,Pine Mountain Valley, GA,0
4165,49.5,Fort Howard, MD,0
4165,49.5,Port Republic, MD,0
4165,49.5,Still Pond, MD,0
4165,49.5,Sunderland, MD,0
4165,49.5,Irvington, KY,"1,098"
4165,49.5,Aquasco, MD,758
4165,49.5,Baden, MD,"1,942"
4165,49.5,Calvert Beach, MD,717
4165,49.5,Centreville, MD,"4,451"
4165,49.5,Chestertown, MD,"5,221"
4165,49.5,Edesville, MD,145
4165,49.5,Edgemere, MD,"8,295"
4165,49.5,Huntingtown, MD,"3,311"
4165,49.5,Kingstown, MD,"1,880"
4165,49.5,Long Beach, MD,"2,055"
4165,49.5,Prince Frederick, MD,"3,213"
4165,49.5,Rock Hall, MD,"1,377"
4165,49.5,Saint Leonard, MD,574
4165,49.5,Deep Gap, NC,0
4165,49.5,Ferguson, NC,0
4165,49.5,Fleetwood, NC,0
4165,49.5,Glendale Springs, NC,0
4165,49.5,Julian, NC,0
4165,49.5,Penrose, NC,0
4201,49.5,Purlear, NC,0
4201,49.5,Amlin, OH,0
4201,49.5,Cameron, OH,0
4201,49.5,Hopewell, OH,0
4201,49.5,Lewis Center, OH,0
4201,49.5,Long Bottom, OH,0
4201,49.5,Malaga, OH,0
4201,49.5,Middleburg, OH,0
4201,49.5,Portland, OH,0
4201,49.5,Ray, OH,0
4201,49.5,Buffalo Mills, PA,0
4201,49.5,Fishertown, PA,0
4201,49.5,Jacobs Creek, PA,0
4201,49.5,Yatesboro, PA,0
4201,49.5,Pacolet Mills, SC,0
4201,49.5,White Stone, SC,0
4201,49.5,Georgetown, TN,0
4201,49.5,Sequatchie, TN,0
4201,49.5,Fort Mitchell, VA,0
4201,49.5,Randolph, VA,0
4201,49.5,Red Oak, VA,0
4201,49.5,Saxe, VA,0
4201,49.5,Belwood, NC,"1,040"
4201,49.5,Cajahs Mountain, NC,"2,781"
4201,49.5,Cedar Rock, NC,299
4201,49.5,Etowah, NC,"6,862"
4201,49.5,Fallston, NC,653
4201,49.5,Granite Falls, NC,"4,694"
4201,49.5,Hudson, NC,"3,744"
4201,49.5,Lawndale, NC,689
4201,49.5,Lenoir, NC,"18,061"
4201,49.5,Sawmills, NC,"5,164"
4201,49.5,Beallsville, OH,418
4201,49.5,Bellefontaine, OH,"13,141"
4201,49.5,Burlington, OH,"2,614"
4201,49.5,Chesapeake, OH,891
4201,49.5,Coalton, OH,604
4201,49.5,Coolville, OH,579
4201,49.5,Dublin, OH,"42,378"
4201,49.5,Gratiot, OH,333
4201,49.5,Hamden, OH,936
4201,49.5,Highland Hills, OH,999
4201,49.5,Hockingport, OH,130
4201,49.5,Jerusalem, OH,163
4201,49.5,Lisbon, OH,"2,782"
4201,49.5,Lockington, OH,141
4201,49.5,Millfield, OH,252
4201,49.5,Minerva Park, OH,"1,626"
4201,49.5,New Marshfield, OH,276
4201,49.5,North Lewisburg, OH,"1,461"
4201,49.5,Plain City, OH,"4,210"
4201,49.5,Powell, OH,"12,012"
4201,49.5,Quaker City, OH,501
4201,49.5,Richwood, OH,"2,248"
4201,49.5,Salesville, OH,125
4201,49.5,Shadyside, OH,"3,812"
4201,49.5,Shawnee Hills, OH,844
4201,49.5,Solon, OH,"23,177"
4201,49.5,Upper Arlington, OH,"34,191"
4201,49.5,Warrensville Heights, OH,"13,387"
4201,49.5,Wellston, OH,"5,590"
4201,49.5,Wilkesville, OH,121
4201,49.5,Wilson, OH,155
4201,49.5,Blawnox, PA,"1,512"
4201,49.5,Hummelstown, PA,"4,544"
4201,49.5,Manns Choice, PA,313
4201,49.5,New Baltimore, PA,169
4201,49.5,New Freedom, PA,"4,528"
4201,49.5,New Paris, PA,216
4201,49.5,Rural Valley, PA,843
4201,49.5,Schellsburg, PA,305
4201,49.5,Shrewsbury, PA,"3,827"
4201,49.5,Smithton, PA,374
4201,49.5,Union Deposit, PA,429
4201,49.5,Central Pacolet, SC,210
4201,49.5,Chesnee, SC,785
4201,49.5,Clifton, SC,325
4201,49.5,Cowpens, SC,"1,739"
4201,49.5,Glendale, SC,159
4201,49.5,Pacolet, SC,"2,291"
4201,49.5,Castalian Springs, TN,965
4201,49.5,Dayton, TN,"7,316"
4201,49.5,Sewanee, TN,"2,684"
4201,49.5,Clover, VA,483
4201,49.5,Drakes Branch, VA,710
4201,49.5,Fairview, VA,112
4201,49.5,Laurel Park, VA,666
4201,49.5,Martinsville, VA,"13,745"
4201,49.5,Scottsburg, VA,112
4201,49.5,Thynedale, VA,64
4201,49.5,Huntington, WV,"49,053"
4201,49.5,Lavalette, WV,"1,171"
4201,49.5,Ravenswood, WV,"3,853"
4201,49.5,Wayne, WV,"2,032"
4201,49.5,Kiahsville, WV,0
4201,49.5,East Lynn, WV,0
4201,49.5,Shoals, WV,0
4201,49.5,Proctor, WV,0
4201,49.5,Wylliesburg, VA,0
4201,49.5,Dunlow, WV,0
4201,49.5,Alum Bridge, WV,0
4201,49.5,Glassboro, NJ,"18,798"
4201,49.5,Eufaula, AL,"12,897"
4201,49.5,Florence, AZ,"26,513"
4201,49.5,Hayden, AZ,612
4201,49.5,Kearny, AZ,"2,394"
4201,49.5,Winkelman, AZ,311
4201,49.5,Darwin, CA,18
4201,49.5,Fairmount, CO,"8,093"
4201,49.5,Foxfield, CO,678
4201,49.5,Pike Creek, DE,"8,142"
4201,49.5,Crawfordville, GA,594
4201,49.5,Georgetown-Quitman County Unified Government, GA,"2,407"
4201,49.5,Hamilton, GA,982
4201,49.5,Lumpkin, GA,"1,216"
4201,49.5,Manchester, GA,"4,190"
4201,49.5,Pine Mountain, GA,"1,426"
4201,49.5,Sharon, GA,77
4201,49.5,Shiloh, GA,658
4201,49.5,American Falls, ID,"4,398"
4201,49.5,Charlestown, IN,"7,802"
4201,49.5,Crane, IN,177
4201,49.5,Elberfeld, IN,691
4201,49.5,Fort Branch, IN,"3,194"
4201,49.5,Lake Station, IN,"12,369"
4201,49.5,Scotland, IN,51
4327,49.4,Bowdon, GA,"1,856"
4327,49.4,Centralhatchee, GA,456
4327,49.4,Franklin, GA,899
4327,49.4,Kite, GA,306
4327,49.4,Roopville, GA,283
4327,49.4,Washington, GA,"4,031"
4327,49.4,West Point, GA,"3,402"
4327,49.4,Venice, IL,"1,751"
4327,49.4,Cynthiana, IN,592
4327,49.4,Dubois, IN,483
4327,49.4,Gary, IN,"79,165"
4327,49.4,Lake Holiday, IN,931
4327,49.4,Lake Santee, IN,809
4327,49.4,Leavenworth, IN,243
4327,49.4,Colleyville, TX,"23,928"
