Rank,Population Growth Rate,City,State,Population
10910,9.36%,Doylestown, OH,"3,061"
10911,9.36%,Mckenna, WA,701
10912,9.36%,Waterloo, SC,222
10913,9.36%,Alamosa East, CO,"1,671"
10914,9.36%,Aberdeen, MD,"15,137"
10915,9.35%,Perth Amboy, NJ,"51,727"
10916,9.35%,Buhler, KS,"1,485"
10917,9.35%,Aline, OK,234
10918,9.35%,Fairfax, VA,"23,507"
10919,9.34%,Dewey, OK,"3,476"
10920,9.34%,Arlington, VT,"1,311"
10921,9.34%,State Center, IA,"1,475"
10922,9.34%,Port Angeles East, WA,"3,338"
10923,9.32%,Vader, WA,645
10923,9.32%,Downsville, WI,129
10923,9.32%,Bonneau, SC,387
10926,9.32%,Melbourne, IA,868
10927,9.31%,Rensselaer, IN,"5,787"
10928,9.31%,Lufkin, TX,"35,754"
10929,9.31%,Pukalani, HI,"8,067"
10930,9.31%,Linden, TX,"2,466"
10931,9.31%,Fruitdale, OR,"1,057"
10932,9.31%,Dieterich, IL,646
10932,9.31%,Coalville, IA,646
10934,9.30%,Allenwood, NJ,"1,022"
10935,9.30%,Bentley, IL,47
10936,9.30%,Centralia, MO,"4,125"
10937,9.30%,Hilo, HI,"44,549"
10938,9.29%,Dallas City, IL,"1,153"
10939,9.29%,Gaylesville, AL,153
10940,9.28%,Creede, CO,412
10941,9.28%,Calcutta, OH,"3,815"
10942,9.28%,Pendergrass, GA,471
10943,9.28%,Ingalls Park, IL,"3,368"
10944,9.28%,Convoy, OH,"1,213"
10945,9.28%,Benson, PA,212
10946,9.27%,Portland, ND,660
10946,9.27%,Picacho, AZ,330
10948,9.26%,Sharon, SC,460
10949,9.26%,Glendive, MT,"5,167"
10950,9.26%,Monmouth Junction, NJ,"2,973"
10951,9.26%,Middleburg, NC,177
10952,9.25%,Parker, KS,307
10953,9.25%,Warren, OR,"1,949"
10954,9.25%,Mitchell, GA,189
10955,9.25%,Brentwood, MD,"3,107"
10956,9.24%,Thorp, WI,"1,678"
10957,9.24%,Lindcove, CA,520
10958,9.24%,Ardmore, TN,"1,182"
10959,9.24%,Mount Repose, OH,"4,481"
10960,9.24%,Edgerton, KS,"1,573"
10961,9.23%,North Valley Stream, NY,"17,247"
10962,9.23%,Pinellas Park, FL,"49,874"
10963,9.23%,Beaufort, NC,"4,119"
10964,9.22%,South Congaree, SC,"2,475"
10965,9.22%,La Crescenta-Montrose, CA,"20,241"
10966,9.22%,Stout, IA,237
10967,9.21%,Roscoe, NY,652
10968,9.21%,Oostburg, WI,"2,905"
10969,9.21%,Morrisville, VT,"2,194"
10970,9.20%,Clayton, MI,356
10971,9.20%,Eagle, WI,"1,864"
10972,9.20%,Roseburg, OR,"21,858"
10973,9.20%,Mount Carbon, PA,95
10974,9.19%,Caldwell, NJ,"7,864"
10975,9.19%,Jefferson, TX,"2,210"
10976,9.19%,Gering, NE,"8,463"
10977,9.18%,Macon, MS,"2,687"
10978,9.18%,Smithers, WV,987
10979,9.18%,Blacksburg, VA,"43,204"
10980,9.18%,Leupp, AZ,"1,059"
10981,9.17%,Smolan, KS,238
10982,9.17%,Bellville, TX,"4,142"
10983,9.17%,Eufaula, OK,"2,881"
10984,9.16%,Provo, UT,"114,804"
10985,9.16%,Monroe, NY,"8,493"
10986,9.16%,Sherrelwood, CO,"19,275"
10987,9.16%,Clinton, MS,"25,486"
10988,9.16%,Lankin, ND,143
10989,9.16%,Tequesta, FL,"5,756"
10990,9.16%,Winterstown, PA,596
10991,9.16%,North Omak, WA,751
10992,9.16%,Huron, SD,"12,982"
10993,9.15%,Alvo, NE,155
10993,9.15%,Superior, IA,155
10995,9.15%,Lake Tapps, WA,"12,306"
10996,9.15%,Stewart Manor, NY,"2,112"
10997,9.15%,Walnut Cove, NC,"1,599"
10998,9.15%,Seven Valleys, PA,537
10999,9.14%,Claypool, AZ,"1,958"
11000,9.14%,Orosi, CA,"8,620"
11001,9.14%,Tatamy, PA,"1,015"
11002,9.14%,Markham, TX,"1,242"
11003,9.14%,Hamilton, IN,"1,744"
11004,9.14%,Soperton, GA,"3,082"
11005,9.14%,Dollar Bay, MI,896
11006,9.14%,Mccrory, AR,"2,019"
11007,9.13%,Devers, TX,454
11008,9.13%,Benavides, TX,"1,840"
11009,9.13%,Tome, NM,"1,578"
11010,9.13%,Hart, MI,"2,128"
11011,9.13%,Barbourmeade, KY,"1,375"
11011,9.13%,Fair Oaks, OR,275
11013,9.13%,Pelham, NY,"6,984"
11014,9.12%,Highland Heights, KY,"7,152"
11015,9.12%,East Thermopolis, WY,299
11016,9.12%,Plainfield, WI,981
11017,9.12%,Dakota Ridge, CO,"33,583"
11018,9.12%,Richmond, ME,"2,034"
11019,9.11%,Port Aransas, TX,"3,677"
11020,9.11%,Sugarcreek, OH,"2,372"
11021,9.11%,Hamlet, NC,"6,566"
11022,9.10%,Upland, PA,"3,248"
11023,9.10%,Bethel, NC,"1,834"
11024,9.10%,Abbotsford, WI,"2,134"
11025,9.10%,Logan, OH,"7,314"
11026,9.10%,Fort Payne, AL,"14,115"
11027,9.09%,Bellmead, TX,"10,052"
11028,9.09%,Philippi, WV,"3,131"
11029,9.09%,Oracle, AZ,"3,887"
11030,9.09%,Dilkon, AZ,"1,380"
11030,9.09%,Tobin, CA,12
11030,9.09%,Weldon, CA,"2,604"
11030,9.09%,Twin Brooks, SD,60
11030,9.09%,Clatonia, NE,300
11030,9.09%,Lushton, NE,36
11030,9.09%,Uehling, NE,300
11037,9.09%,Wappingers Falls, NY,"5,377"
11038,9.08%,Auburn Hills, MI,"21,639"
11039,9.08%,Camp Springs, MD,"19,600"
11040,9.08%,Hollow Creek, KY,889
11041,9.08%,Snow Shoe, PA,841
11042,9.08%,Niederwald, TX,637
11043,9.07%,Newmarket, NH,"5,589"
11044,9.07%,Hardin, IL,"1,046"
11045,9.07%,Kalona, IA,"2,501"
11046,9.07%,Stevens Point, WI,"26,778"
11047,9.07%,Modesto, CA,"205,984"
11048,9.07%,Owensville, OH,890
11049,9.07%,Branford Center, CT,"6,255"
11050,9.06%,West Milford, WV,710
11051,9.06%,Wyoming, IL,"1,553"
11052,9.06%,Poplar, WI,602
11053,9.06%,Roaring Springs, TX,289
11054,9.05%,South Shore, KY,"1,337"
11055,9.05%,Sutton, NE,"1,578"
11056,9.05%,Saxman, AK,470
11057,9.04%,Sundance, WY,"1,266"
11058,9.04%,Parma, MI,989
11059,9.04%,North Hudson, WI,"3,776"
11060,9.04%,Wilmont, MN,362
11061,9.03%,Parma, ID,"1,931"
11062,9.03%,South San Gabriel, CA,"8,281"
11062,9.03%,Little Sturgeon, WI,169
11064,9.03%,Lyman, NE,459
11065,9.03%,Damascus, GA,302
11066,9.03%,Independent Hill, VA,"7,973"
11067,9.02%,Tuscumbia, AL,"8,565"
11068,9.02%,Eden, WI,749
11069,9.02%,Atlanta, KS,278
11070,9.02%,Atascadero, CA,"28,792"
11071,9.02%,Armona, CA,"3,531"
11072,9.01%,Rosita, TX,"2,286"
11073,9.01%,Oakland, IA,"1,621"
11074,9.01%,Tacna, AZ,605
11075,9.01%,Brazoria, TX,"3,038"
11076,9.00%,Dexter, IA,751
11077,9.00%,Marquette, MI,"21,430"
11078,9.00%,Interlochen, MI,424
11078,9.00%,Seagraves, TX,"2,544"
11080,8.99%,New Albany, MS,"8,291"
11081,8.99%,Dallas, WI,388
11082,8.98%,Trumansburg, NY,"1,723"
11083,8.98%,Manti, UT,"3,313"
11084,8.98%,Buckner, IL,522
11085,8.97%,Oak Hill, WV,"8,270"
11086,8.97%,Malone, FL,"2,187"
11087,8.97%,Fremont, CA,"221,654"
11088,8.96%,Perrysville, IN,547
11089,8.96%,Berkley, CO,"11,706"
11090,8.96%,Duncanville, TX,"39,315"
11091,8.96%,Avalon, FL,620
11092,8.96%,Conesville, IA,462
11093,8.96%,Santa Monica, CA,"91,619"
11094,8.96%,Ilchester, MD,"24,959"
11095,8.96%,Nenana, AK,438
11095,8.96%,Barnes City, IA,219
11097,8.95%,Crescent City, FL,"1,935"
11098,8.95%,Windcrest, TX,"5,562"
11099,8.95%,Triana, AL,499
11100,8.95%,Jefferson City, MO,"43,184"
11101,8.94%,Pinewood Estates, TX,"1,779"
11102,8.94%,Chiloquin, OR,780
11103,8.93%,Higginsport, OH,317
11104,8.93%,West Valley, NY,488
11104,8.93%,Maplesville, AL,732
11104,8.93%,River Falls, AL,671
11104,8.93%,Rushville, MO,305
11108,8.93%,Prairieville, LA,"28,465"
11109,8.92%,Chacra, CO,476
11110,8.92%,Port Washington, WI,"11,401"
11111,8.91%,Massanetta Springs, VA,"4,668"
11112,8.91%,Cetronia, PA,"2,115"
11113,8.91%,Leisure City, FL,"24,125"
11114,8.91%,Moreland, GA,428
11115,8.91%,Mount Gilead, OH,"3,583"
11116,8.90%,Hoople, ND,318
11116,8.90%,Bremond, TX,954
11118,8.90%,Hickory Grove, SC,367
11119,8.90%,Kiel, WI,"3,757"
11120,8.90%,Elgin, PA,257
11121,8.90%,Martinsburg, MO,355
11122,8.89%,Russell, MN,404
11123,8.89%,Blairs, VA,857
11124,8.89%,Townsend, MT,"2,033"
11125,8.89%,Leola, PA,"7,214"
11126,8.89%,Saint Anthony, MN,98
11126,8.89%,New London, NH,"1,470"
11128,8.89%,Boalsburg, PA,"3,896"
11129,8.88%,Glen Elder, KS,478
11130,8.88%,Castle Valley, UT,380
11131,8.88%,Burlington, VT,"42,342"
11132,8.88%,Sayreville, NJ,"43,962"
11133,8.88%,Birmingham, MO,233
11134,8.88%,Warrenton, NC,883
11135,8.87%,Washingtonville, OH,859
11136,8.87%,Roslyn, NY,"2,798"
11137,8.86%,Branchville, SC,"1,179"
11138,8.86%,Waynoka, OK,"1,081"
11139,8.86%,Chignik, AK,86
11139,8.86%,Arden, DE,516
11141,8.86%,Cypress, IL,295
11142,8.86%,Conway, NC,799
11143,8.85%,Commerce, TX,"8,348"
11144,8.85%,Castro Valley, CA,"62,363"
11145,8.85%,Holy Cross, IA,369
11145,8.85%,Rice Lake, MN,246
11147,8.84%,Fairmont, OK,160
11148,8.84%,Wilbur Park, MO,517
11149,8.84%,Fullerton, PA,"15,529"
11150,8.83%,Niota, TN,850
11151,8.83%,Strawberry, AR,308
11152,8.83%,Charlotte Harbor, FL,"3,969"
11153,8.82%,New Minden, IL,222
11153,8.82%,Jamison City, PA,111
11153,8.82%,Everton, AR,185
11153,8.82%,Fayette, UT,222
11157,8.82%,Farmersville, TX,"3,393"
11158,8.82%,Hampton, FL,469
11159,8.81%,Villa Ridge, MO,"2,630"
11160,8.81%,Rich Square, NC,"1,013"
11161,8.81%,Chevy Chase View, MD,939
11162,8.81%,Rosendale Hamlet, NY,"1,495"
11163,8.80%,Fisher, IL,"1,792"
11164,8.80%,North Kingsville, OH,"2,892"
11165,8.80%,Berwyn Heights, MD,"3,201"
11166,8.80%,Ball, LA,"4,005"
11167,8.80%,Pitkas Point, AK,136
11168,8.80%,Ault, CO,"1,558"
11169,8.80%,Hideaway, TX,"3,154"
11170,8.79%,Knapp, WI,458
11171,8.79%,Gibbon, MN,879
11172,8.79%,Bangor, WI,"1,523"
11173,8.78%,Fairmont City, IL,"2,650"
11174,8.78%,Pardeeville, WI,"2,156"
11175,8.78%,Paynesville, MN,"2,466"
11176,8.78%,Hurt, VA,"1,388"
11177,8.78%,Seaboard, NC,756
11178,8.78%,Roanoke, IL,"2,169"
11179,8.78%,Eastgate, WA,"4,958"
11180,8.77%,Old Westbury, NY,"4,599"
11181,8.77%,Isabella, OK,186
11181,8.77%,Coppock, IA,62
11183,8.76%,Mojave, CA,"4,172"
11184,8.76%,Manchester, IL,385
11185,8.75%,Gate City, VA,"2,348"
11186,8.75%,Marietta, OK,"2,659"
11187,8.75%,Howe, OK,758
11188,8.75%,Klamath Falls, OR,"21,165"
11189,8.75%,San Angelo, TX,"96,177"
11190,8.75%,Sadieville, KY,286
11191,8.74%,Mad River, CA,398
11192,8.74%,Woodruff, WI,896
11193,8.73%,Clifton, IL,"1,432"
11194,8.73%,Burnsville, WV,523
11195,8.73%,Baker, MT,"1,843"
11196,8.73%,Ada, OK,"17,061"
11197,8.73%,Muldrow, OK,"3,375"
11198,8.73%,Lake Wildwood, CA,"5,293"
11199,8.73%,Flintville, TN,411
11199,8.73%,Farmington, IA,822
11201,8.72%,Stevensville, MD,"6,393"
11202,8.72%,New Rochelle, NY,"78,476"
11203,8.72%,Orleans, VT,898
11204,8.72%,Tuscumbia, MO,237
11205,8.71%,Tyhee, ID,"1,123"
11206,8.71%,Quartzsite, AZ,"3,646"
11207,8.70%,Bethesda, OH,"1,536"
11208,8.70%,Bradford Woods, PA,"1,249"
11209,8.70%,Glasgow, KY,"14,152"
11210,8.70%,Ogden, IA,"2,199"
11211,8.70%,South Sanford, ME,"4,536"
11212,8.70%,Odessa, MO,"5,237"
11213,8.70%,Kipnuk, AK,700
11213,8.70%,Selby, SD,800
11213,8.70%,Brewster, NY,"2,350"
11213,8.70%,Howardwick, TX,475
11213,8.70%,Lester, WV,350
11218,8.69%,West Hattiesburg, MS,"6,853"
11219,8.69%,Mission Hills, CA,"3,415"
11220,8.69%,Firth, NE,613
11221,8.69%,Madison Center, CT,"2,415"
11222,8.68%,Witmer, PA,626
11223,8.68%,Fairplains, NC,"2,229"
11224,8.68%,Alton, IA,"1,190"
11225,8.67%,Cherryville, NC,"5,826"
11226,8.67%,Boone, CO,351
11227,8.66%,Elfers, FL,"14,301"
11228,8.65%,West Sunbury, PA,113
11228,8.65%,Santa Rita, MT,113
11230,8.65%,Centerville, IN,"2,637"
11231,8.65%,Campbellsburg, KY,766
11232,8.65%,Campbellsburg, IN,628
11233,8.65%,Elberfeld, IN,691
11234,8.65%,Golf, IL,490
11235,8.65%,Pageland, SC,"2,739"
11236,8.64%,Winamac, IN,"2,627"
11237,8.64%,Eau Claire, WI,"67,036"
11238,8.64%,Bent Creek, NC,"1,509"
11239,8.63%,Forada, MN,214
11240,8.63%,Fort Smith, AR,"87,193"
11241,8.63%,Madison, OH,"3,173"
11242,8.63%,Petersburg, WV,"2,632"
11243,8.62%,Canyon Lake, CA,"10,810"
11244,8.62%,Thor, IA,189
11245,8.62%,Richmond, LA,542
11246,8.62%,Massac, KY,"4,223"
11247,8.61%,Cleveland, MO,643
11248,8.61%,Sun Village, CA,"11,613"
11249,8.61%,Ontario, WI,517
11250,8.61%,Browns Point, WA,"1,198"
11251,8.61%,Dish, TX,227
11252,8.61%,Beallsville, PA,555
11253,8.61%,North, SC,883
11254,8.61%,Seminole, OK,"7,493"
11255,8.61%,Ruth, CA,164
11256,8.61%,Shrewsbury, NJ,"3,899"
11257,8.61%,Tazewell, VA,"4,568"
11258,8.60%,Edwardsville, AL,202
11258,8.60%,Rochester, KY,202
11260,8.60%,South Plainfield, NJ,"23,686"
11261,8.60%,Lookout Mountain, GA,"1,756"
11262,8.59%,August, CA,"8,479"
11263,8.59%,Bethel Acres, OK,"2,970"
11264,8.59%,Alma, GA,"3,514"
11265,8.59%,Cleo Springs, OK,354
11265,8.59%,Fargo, OK,354
11267,8.59%,Mount Angel, OR,"3,389"
11268,8.59%,Arlington, OH,"1,467"
11269,8.59%,Jefferson, WI,"7,968"
11270,8.58%,Britton, SD,"1,442"
11271,8.58%,Menominee, WI,"16,219"
11272,8.58%,Belle Haven CDP, VA,"6,807"
11273,8.58%,Inman, KS,"1,240"
11274,8.58%,Seatonville, IL,329
11275,8.58%,Sleepy Hollow, NY,"10,002"
11276,8.58%,Dauberville, PA,861
11277,8.57%,Bronaugh, MO,266
11277,8.57%,Game Creek, AK,38
11277,8.57%,Beedeville, AR,114
11280,8.57%,Wyncote, PA,"3,307"
11281,8.57%,Ayden, NC,"5,018"
11282,8.57%,Wildwood, MO,"35,701"
11283,8.56%,Boston, MA,"639,594"
11284,8.56%,Downing, WI,279
11285,8.56%,Celina, TN,"1,497"
11286,8.56%,Dentsville, SC,"14,122"
11287,8.55%,Westover, AL,"1,104"
11288,8.55%,Fort Johnson, NY,533
11289,8.55%,Lochmoor Waterway Estates, FL,"4,188"
11290,8.55%,Wales, AK,165
11291,8.55%,Clarksville, PA,254
11291,8.55%,Forest Junction, WI,635
11293,8.54%,West Loch Estate, HI,"5,971"
11294,8.54%,Batavia, IL,"25,905"
11295,8.54%,Stanfield, OR,"2,148"
11296,8.54%,Cochiti Lake, NM,534
11296,8.54%,Athalia, OH,356
11298,8.54%,Baldwinsville, NY,"7,655"
11299,8.53%,Pine Lake, GA,674
11300,8.53%,Mountain View, CA,"76,741"
11301,8.53%,Martin, KY,687
11302,8.53%,North Brentwood, MD,509
11303,8.52%,Onaga, KS,764
11303,8.52%,Sand Fork, WV,191
11305,8.52%,Morton, IL,"16,493"
11306,8.52%,Combee Settlement, FL,"5,899"
11307,8.52%,Notus, ID,497
11308,8.51%,Picture Rocks, PA,752
11309,8.51%,Bostonia, CA,"16,460"
11310,8.51%,Butterfield, MN,612
11311,8.51%,Weeki Wachee Gardens, FL,"1,237"
11312,8.50%,Walnuttown, PA,370
11313,8.50%,Brooks, GA,600
11314,8.50%,Hills And Dales, KY,166
11315,8.50%,Magalia, CA,"11,467"
11316,8.49%,Glenview, IL,"45,400"
11317,8.49%,Waynesboro, VA,"21,177"
11318,8.49%,Lake Luzerne, NY,"1,227"
11319,8.49%,North Westminster, VT,294
11320,8.48%,Baileyton, AL,742
11321,8.48%,Hardin, TX,819
11322,8.47%,Weinert, TX,192
11322,8.47%,East Laurinburg, NC,320
11322,8.47%,Cayuse, OR,64
11325,8.47%,Ogden, UT,"83,767"
11326,8.47%,Dale, WI,538
11327,8.47%,Round Lake Beach, IL,"28,048"
11328,8.46%,Yuma, CO,"3,563"
11329,8.45%,Fairbank, IA,"1,129"
11330,8.45%,Keego Harbor, MI,"3,003"
11331,8.45%,Hillsboro, WI,"1,412"
11332,8.45%,River Oaks, TX,"7,575"
11333,8.45%,Dumas, TX,"14,908"
11334,8.45%,Roseboro, NC,"1,374"
11335,8.44%,Lincolnville, KS,244
11336,8.44%,Crouch, ID,167
11337,8.44%,Mesilla, NM,"2,364"
11338,8.44%,Wellesley, MA,"28,858"
11339,8.43%,Munster, IN,"23,325"
11340,8.43%,Lawnside, NJ,"2,919"
11341,8.43%,Reading, PA,"88,051"
11342,8.43%,Mansfield Center, CT,"1,055"
11343,8.43%,Upper Nyack, NY,"2,020"
11344,8.43%,Shiloh, NJ,579
11345,8.41%,Wilderness Rim, WA,"1,443"
11346,8.41%,California, MO,"4,342"
11347,8.41%,Green Meadows, OH,"2,513"
11348,8.41%,Perryville, AK,116
11349,8.41%,Etna, OH,"1,070"
11350,8.41%,Glendale Heights, IL,"34,436"
11351,8.41%,Liberty, SC,"3,262"
11352,8.41%,Kensington, CA,"5,351"
11353,8.41%,Stratmoor, CO,"7,209"
11354,8.40%,Churubusco, IN,"1,806"
11355,8.40%,Boulder Flats, WY,413
11356,8.40%,Tribes Hill, NY,"1,110"
11357,8.39%,Stafford Courthouse, VA,"4,405"
11358,8.39%,Laurel, VA,"16,123"
11359,8.38%,Germantown, WI,"19,791"
11360,8.38%,Grand Rapids, OH,"1,086"
11361,8.38%,Milton, WI,"5,562"
11362,8.38%,Martin, TN,"11,396"
11363,8.38%,Vineland, NJ,"60,985"
11364,8.38%,Placerville, CA,"10,415"
11365,8.38%,Valley Hill, NC,"2,316"
11366,8.38%,Brillion, WI,"3,183"
11367,8.38%,Hissop, AL,854
11368,8.37%,Sprague, WA,531
11368,8.37%,Hunter, NY,531
11370,8.37%,Lostine, OR,285
11371,8.36%,Benbrook, TX,"21,898"
11372,8.35%,Littleton, CO,"43,710"
11373,8.35%,Slater-Marietta, SC,"2,414"
11374,8.35%,Cockeysville, MD,"21,006"
11375,8.35%,Jerome, IL,"1,532"
11376,8.34%,Motley, VA,935
11377,8.34%,White Plains, NY,"57,505"
11378,8.34%,Lake City, MI,"1,000"
11379,8.34%,Lemmon Valley, NV,"5,585"
11380,8.34%,La Grulla, TX,"1,312"
11381,8.34%,Greenville, SC,"60,670"
11382,8.33%,Connoquenessing, PA,611
11382,8.33%,Montrose, WV,169
11382,8.33%,Annada, MO,52
11382,8.33%,Clear Creek, CA,182
11382,8.33%,Sequoia Crest, CA,26
11382,8.33%,Vernon, CO,13
11388,8.33%,Mill City, OR,"1,665"
11389,8.33%,Winterset, IA,"5,165"
11390,8.32%,Stuart, FL,"15,850"
11391,8.31%,Mount Olive CDP, AL,"4,286"
11392,8.30%,Belmont, NY,"1,031"
11393,8.30%,Page, AZ,"7,374"
11394,8.30%,Eaton, IN,"1,736"
11395,8.29%,Spurgeon, TN,"3,747"
11396,8.29%,Moses Lake North, WA,"4,583"
11397,8.29%,Buttonwillow, CA,"1,371"
11398,8.29%,Canton, TX,"3,565"
11399,8.29%,Hillsboro, IA,222
11400,8.29%,Fallston, NC,653
11401,8.29%,Grandin, ND,196
11402,8.28%,Winnebago, IL,"3,203"
11403,8.28%,Westminster, CO,"109,296"
11404,8.28%,Seatac, WA,"27,606"
11405,8.28%,Ellis, KS,"2,028"
11406,8.27%,Readlyn, IA,851
11407,8.27%,Carter, OK,275
11408,8.27%,Titusville, FL,"44,032"
11409,8.27%,Pierce, ID,668
11410,8.26%,Lancaster, MN,393
11411,8.26%,Sidney, NE,"6,801"
11412,8.26%,Canal Fulton, OH,"5,479"
11413,8.26%,Spring Lake, FL,354
11414,8.25%,Liberty, TX,"8,696"
11415,8.25%,Hillsboro, ND,"1,692"
11416,8.25%,San Mateo, CA,"100,114"
11417,8.24%,Front Royal, VA,"14,709"
11418,8.24%,Munnsville, NY,473
11419,8.23%,South San Francisco, CA,"65,537"
11420,8.23%,Bawcomville, LA,"3,682"
11421,8.23%,Wiscasset, ME,"1,302"
11422,8.22%,Bokoshe, OK,487
11423,8.22%,Marion, IL,"17,353"
11424,8.22%,Freeburg, PA,632
11425,8.22%,Clifton, NJ,"85,138"
11426,8.22%,Chaplin, KY,382
11427,8.21%,Council, ID,883
11428,8.21%,Danville, IA,989
11429,8.21%,Little Creek, DE,211
11430,8.20%,Taylors Falls, MN,"1,029"
11431,8.20%,Maynard, IA,541
11432,8.20%,Chain Lake, WA,"4,566"
11433,8.20%,Womelsdorf, PA,"2,812"
11434,8.19%,Alfred, NY,"4,278"
11435,8.19%,Fenwick Island, DE,370
11436,8.19%,Wahiawa, HI,"17,473"
11437,8.18%,San Andreas, CA,"2,829"
11438,8.18%,Clute, TX,"11,277"
11439,8.18%,Pine Hill, AL,"1,045"
11440,8.18%,Greenback, TN,"1,032"
11441,8.18%,Heyburn, ID,"3,136"
11442,8.18%,Citrus, CA,"11,446"
11443,8.17%,Hulmeville, PA,966
11444,8.17%,Ivanhoe, VA,450
11445,8.17%,Melbourne, FL,"77,216"
11446,8.17%,Valliant, OK,834
11447,8.17%,Gambell, AK,702
11448,8.17%,Markesan, WI,"1,510"
11449,8.16%,Napa, CA,"78,511"
11450,8.16%,White Sulphur Springs, WV,"2,504"
11451,8.16%,Milford, NH,"8,970"
11452,8.16%,Lineville, AL,"2,597"
11452,8.16%,Cash, AR,318
11454,8.16%,Edenburg, PA,809
11455,8.15%,Sebastopol, MS,252
11456,8.15%,Elmo, UT,398
11457,8.15%,Smiths Station, AL,"5,095"
11458,8.15%,New Paris, IN,"1,088"
11459,8.15%,Manorhaven, NY,"6,638"
11460,8.14%,San Carlos Park, FL,"17,646"
11461,8.14%,Gurnee, IL,"31,182"
11462,8.13%,Mound Valley, KS,452
11463,8.13%,La Porte, TX,"34,473"
11464,8.13%,Branchville, VA,133
11465,8.13%,Creve Coeur, MO,"17,841"
11466,8.12%,Sedgewickville, MO,213
11467,8.12%,Skagway, AK,932
11468,8.12%,Bolckow, MO,253
11469,8.11%,Oneida, IL,813
11470,8.11%,South Venice, FL,"14,637"
11471,8.11%,Ralston, NE,"6,826"
11472,8.11%,Jensen Beach, FL,"12,000"
11472,8.11%,Reynolds, GA,"1,120"
11472,8.11%,Maeystown, IL,160
11472,8.11%,Belwood, NC,"1,040"
11476,8.11%,Holtville, CA,"6,067"
11477,8.10%,Culbertson, MT,774
11478,8.10%,Stonewood, WV,"1,962"
11479,8.10%,Oilton, OK,"1,188"
11480,8.10%,Stow, OH,"34,741"
11481,8.09%,Corning, OH,641
11482,8.09%,Hilltop, MN,828
11483,8.09%,Jourdanton, TX,"4,034"
11484,8.09%,Lakewood Park, FL,"11,304"
11485,8.09%,Lake, MS,441
11486,8.09%,Greencastle, PA,"4,023"
11487,8.09%,Bliss Corner, MA,"5,908"
11488,8.08%,Lewisburg, WV,"3,917"
11489,8.08%,West Union, SC,321
11490,8.08%,The Lakes, MN,669
11491,8.08%,Hartleton, PA,281
11492,8.08%,Early, TX,"2,797"
11493,8.07%,Darien, CT,"21,190"
11494,8.06%,Fruitdale, SD,67
11494,8.06%,Trail, MN,67
11496,8.06%,Greenville, TX,"25,892"
11497,8.06%,Richfield, PA,496
11498,8.06%,Plymouth, WI,"8,408"
11499,8.06%,Clay, KY,"1,274"
11500,8.06%,Lewisburg, TN,"11,252"
11501,8.05%,Santa Rosa, NM,"2,965"
11502,8.05%,Satsuma, AL,"6,145"
11503,8.05%,Oroville, WA,"1,786"
11503,8.05%,Cochrane, WI,470
11505,8.04%,Le Grand, IA,954
11506,8.04%,Crescent, OK,"1,384"
11507,8.04%,Northridge, OH,"7,404"
11508,8.04%,Caledonia, IL,215
11508,8.04%,Livingston, WI,645
11510,8.04%,El Reno, OK,"17,515"
11511,8.04%,Hopkinsville, KY,"32,507"
11512,8.03%,Floyd, IA,390
11513,8.03%,Mount Carmel, OH,"4,654"
11514,8.03%,Orangeburg, SC,"13,790"
11515,8.03%,Milton, IL,296
11516,8.03%,Rosebud, SD,"1,682"
11517,8.03%,Virginia City, NV,673
11518,8.02%,Fallbrook, CA,"31,435"
11519,8.02%,Lunenburg, MA,"1,831"
11520,8.02%,Monon, IN,"1,872"
11521,8.02%,Dennard, AR,458
11522,8.02%,Cedar Bluff, VA,"1,172"
11523,8.01%,Exton, PA,"4,609"
11524,8.01%,Fredonia, WI,"2,089"
11525,8.01%,Palouse, WA,"1,092"
11526,8.01%,Farmington, WV,418
11527,8.01%,Hamilton Branch, CA,634
11528,8.00%,Pierce, NE,"1,916"
11529,8.00%,Petaluma, CA,"58,912"
11530,8.00%,Nimrod, MN,81
11530,8.00%,Escudilla Bonita, NM,27
11532,8.00%,Shellsburg, IA,"1,013"
11533,8.00%,Perryville, MO,"8,280"
11534,8.00%,Devine, TX,"4,471"
11535,7.99%,New Auburn, MN,527
11536,7.99%,Marcus, IA,"1,230"
11537,7.99%,Three Lakes, WA,"2,691"
11538,7.98%,Bailey, TX,230
11539,7.98%,Evergreen, MT,"6,711"
11540,7.98%,De Witt, IL,203
11541,7.98%,Cleveland, AL,"1,340"
11542,7.98%,Gilt Edge, TN,528
11543,7.97%,Green Valley, IL,786
11544,7.96%,Brandermill, VA,"13,570"
11545,7.96%,Mcewensville, PA,339
11546,7.96%,Marlborough, MA,"39,141"
11547,7.96%,Camp Point, IL,"1,343"
11548,7.95%,Arcade, NY,"2,187"
11549,7.94%,Odessa, NY,666
11550,7.94%,Fairfield, ME,"2,773"
11551,7.94%,Fairmount, CO,"8,093"
11552,7.93%,Hazleton, PA,"25,179"
11553,7.93%,Harrisville, PA,953
11554,7.93%,Gibraltar, MI,"4,602"
11555,7.93%,Decherd, TN,"2,424"
11556,7.92%,Bridgeview, IL,"16,550"
11557,7.92%,Stamford, NE,218
11558,7.92%,Moravian Falls, NC,"1,554"
11559,7.92%,Iraan, TX,"1,336"
11560,7.92%,Wilmington Island, GA,"15,338"
11561,7.92%,Charlotte, MI,"9,053"
11562,7.92%,Belmont, WV,"1,118"
